Gene ID,Gcn5_1,Gcn5_2,Gcn5_3,Gcn5_4,Gcn5_5,Gcn5_6,Gcn5_7,Gcn5_8,Gcn5_9,Gcn5_10,Gcn5_11,Gcn5_12,Gcn5_13,Gcn5_14,Esa1_1,Esa1_2,Esa1_3,Esa1_4,Esa1_5,Esa1_6,Esa1_7,Esa1_8,Esa1_9,Esa1_10,Esa1_11,Esa1_12,Esa1_13,Esa1_14,Set1_1,Set1_2,Set1_3,Set1_4,Set1_5,Set1_6,Set1_7,Set1_8,Set1_9,Set1_10,Set1_11,Set1_12,Set1_13,Set1_14
YHL016C,-0.402390724,-1.032632265,0.471080552,1.236604122,0.24320197,0.176871937,1.754980217,1.68196327,0.278143661,-0.891053712,-0.932613917,-1.002685483,-0.900844269,-0.680625359,0.895480109,0.282968384,1.762278503,1.569666239,0.492920987,-1.336983384,-1.225386497,-0.873009683,0.15822198,-0.023390001,-0.038495501,0.304597961,-0.671155809,-1.297713287,-0.015922561,0.328504761,0.712510635,1.399491628,-0.979938893,0.509682923,0.56448411,1.883688366,-0.627679083,-0.305611164,-1.945099098,-0.324025797,-0.948407921,-0.251677906
YHR010W,-0.510916916,-0.226163369,-0.089382995,1.283716656,2.418926295,0.665834712,0.167532563,-0.476971561,-1.119848107,-0.210525077,0.225592614,0.310455346,-1.040799687,-1.397450473,0.917212779,0.127530635,1.725178767,1.243226505,0.603087115,0.059228872,-1.24140681,-1.251583435,-1.322602922,-0.67516278,-0.342504792,0.082227515,-0.914523231,0.990091783,-0.295271637,-0.064075014,0.25426429,1.092790542,1.480623444,1.549495812,1.432146762,-0.986761741,-1.148207272,-1.138321365,-0.148947061,-0.802126874,-0.588999437,-0.636610447
YHR021C,-0.395341193,-0.448101062,0.27093866,0.679102775,2.967260882,0.864377362,0.013151049,-0.779318723,-0.827818789,-0.622848853,-0.51730312,-0.572847234,-0.516630792,-0.114620963,0.952333937,0.672812094,1.285408011,2.025054724,0.407227431,-0.083891941,-0.903297848,-1.58287132,-1.288229915,-0.681155988,-0.340881341,0.022310156,-0.10968553,-0.375132472,0.093924409,0.690715043,0.764197885,1.207537007,1.015025223,1.640936199,0.507778652,-1.17154737,-0.945201568,-1.555568817,-0.15373088,-0.239362991,-0.975034149,-0.879668644
YHR141C,-0.611561888,-0.513821564,-0.021811274,-0.290993315,1.985729912,2.257046903,0.945848483,-0.542357435,-0.826372386,-0.784511563,-0.283666465,-0.636373028,-0.475699095,-0.201457287,0.885805694,-0.139360144,0.998885253,2.35872486,-0.267672565,-0.498638484,-0.075564785,-1.583113944,-1.297771917,-0.803502347,-0.440274581,0.402792656,0.156515807,0.303174497,0.005329793,0.345845294,0.636562608,0.516385647,0.916072066,1.976335987,1.370254465,-0.514825569,-1.091772259,-1.398715499,-0.407352393,-1.078307865,-0.760090201,-0.515722074
YHR179W,0.274714865,1.7297759,1.257303863,1.989748775,0.170454536,-0.596063017,-1.114898465,-1.2093921,-0.713231792,-0.573213274,-0.359461348,-0.14289714,-0.531840001,-0.181000803,0.813630889,0.895773487,0.65596327,0.43404479,-0.904896215,-1.502942627,-1.907035295,-1.561177039,0.282993784,0.630000466,0.832696427,0.451058389,0.486069036,0.393820637,-0.261846239,0.097749703,0.969823309,2.993669013,0.699636982,-0.281790882,-0.350166036,-0.45712819,-0.635821322,-0.432678951,-0.807339698,-0.283144901,-0.545208446,-0.705754342
YHR193C,-0.120205122,0.375155837,-0.528644865,-0.306564521,2.607767673,1.436784118,0.261432599,-1.185066141,-0.380485053,-1.311507576,0.023898347,-0.361609041,-0.315230325,-0.195725932,0.166824968,0.569843273,0.759013048,-1.859936536,0.056639488,-0.050622242,-1.110233497,0.347580601,-0.140476985,0.607468104,0.910572148,0.716209281,1.102376974,-2.075258627,0.534276258,0.221035509,1.199345695,0.800631062,1.257861737,1.182632174,-0.006853351,-0.719618333,-1.627996772,-1.013078709,-1.002115468,-1.080550793,-0.649516284,0.903947274
YHR203C,-0.415195011,-0.317323384,-0.010699574,0.612143984,2.602204342,1.541611793,0.444751505,-0.889444429,-0.747016398,-0.686114034,-0.689454127,-0.570133314,-0.399935458,-0.475395895,0.472322011,0.741207883,1.298872384,1.742137831,0.727665663,0.080611183,-0.444083369,-1.790306155,-1.397449263,-0.972827734,-0.725008129,-0.190903294,0.207716935,0.250044055,-0.406020284,-0.026708281,0.393565404,0.600017204,2.629375309,1.004933322,0.29485357,-0.659189426,-1.057234293,-1.086739081,-0.558737958,0.281146796,-0.395150041,-1.014112241
YIL018W,-0.608320562,-0.210794758,-0.205082811,0.3302152,2.677750015,1.241910833,1.02621941,-0.621563862,-0.678934791,-0.674334657,-0.696538978,-0.705164589,-0.46030507,-0.415055381,0.483114104,0.421628043,1.243485462,1.485356374,0.434518033,0.31695866,-0.054091337,-1.363572661,-1.898796664,-0.496031426,0.509954726,0.526006131,-1.512385549,-0.096143894,-0.140954456,0.147649015,0.875311268,0.931444159,2.51214175,0.627932555,0.460173827,-0.846652851,-1.074142818,-0.550633086,-0.954435859,-0.669156136,-0.712652725,-0.606024643
YIL052C,-0.38396632,-0.48935056,0.273189519,1.004619359,2.388325395,1.036858935,0.490083902,-0.991593296,-1.186567417,-1.00408514,-0.988782846,0.223170831,-0.269070261,-0.1028321,0.973596802,-0.073642016,1.133831687,2.406711409,0.099877564,-0.469742655,-0.94944563,-1.309638264,-1.238132153,-0.521367856,-0.097098256,-0.375456581,0.012749896,0.407756053,-0.221970057,0.098103208,0.574939532,1.30612495,2.196332118,0.865610202,0.551759038,-0.474275648,-1.338628279,-1.037158351,-0.121814445,-0.809671159,-0.81712826,-0.77222285
YIL053W,0.069033256,0.159930834,0.70662441,2.020798746,2.00152409,-1.241192263,-1.177247776,-0.768768594,-0.624027659,-0.469708765,-0.368925573,-0.143516842,-0.285808562,0.121284697,0.078756408,0.494987471,0.412070076,0.585173489,-0.435950387,-2.003538125,-2.221917701,0.085648732,0.354562696,0.692652168,0.991339425,0.533440381,-0.532492098,0.965267465,-0.0492138,0.117083533,1.142732079,2.787295934,1.000028186,-0.509038988,-0.683334664,-0.533686114,-0.637768395,-0.659611005,-0.723335345,-0.492272925,-0.342426548,-0.416451948
YIL069C,-0.484855841,-0.425010197,0.301936712,0.950975325,2.924749525,0.579894621,0.235539406,-0.407290183,-0.523589379,-0.673306811,-0.91761968,-0.495327768,-0.316465075,-0.749630655,0.760640279,0.586994283,1.251434746,2.398085284,-0.646072112,-0.919544311,-1.382109342,-0.897255498,-0.530648084,-0.48294549,-0.460141726,0.059846737,0.037813699,0.223901536,-0.127077644,0.418501199,0.696879845,1.02645733,1.645023481,1.625349813,0.676335122,-0.7954246,-0.966020781,-0.496206815,-0.535079478,-1.082771678,-1.13708269,-0.948883103
YIL133C,-0.4938072,-0.417722839,0.275654242,0.705765367,2.921402784,0.677258915,0.457675058,-0.750787917,-0.80466181,-0.662466205,-0.17791364,-0.342011594,-0.548632853,-0.839752309,0.897036442,0.878070246,1.184637584,2.18178362,-0.217422054,-0.13012337,-0.356761994,-1.3609026,-1.452243036,-0.855684161,-0.471947938,0.180737115,-0.296798871,-0.180380981,0.042520126,0.543938603,1.366007574,0.132725482,1.521321273,1.362536105,0.656711964,-0.921410523,-0.950545595,-1.528426607,-0.217065459,-0.08464893,-1.296039865,-0.627624148
YIL148W,-0.271621562,-0.302991059,0.333997921,0.337066983,2.621639521,1.32242838,0.531788835,-0.676303563,-0.9241038,-0.567957993,-0.000634424,-0.515369648,-0.836861037,-1.051078554,1.333786113,1.095624619,0.831021961,1.260712557,0.321893459,-0.259163486,-1.127637007,-1.748558177,-1.229920844,-0.350788723,0.219803154,-0.369267499,-0.831410381,0.853904254,0.156649791,-0.046186407,0.749177744,0.410666406,1.260339927,2.066409162,0.542593353,-0.603575905,-0.944990356,-1.244568452,-0.502274898,-0.839224118,-1.45713765,0.452121402
YIR034C,-0.267340288,-0.028120282,0.036652364,0.898389577,2.687546501,1.259472199,0.064591419,-0.424628874,-0.712635053,-0.719006719,-0.445189074,-0.634203579,-0.737581553,-0.977946638,1.567622316,0.026901242,1.248639676,-0.636423114,1.007310792,0.762003947,-0.545862274,-0.148748473,-1.217460523,-1.497822083,-1.449427327,-0.100890659,0.078978499,0.905177981,-0.146651254,-0.020918511,1.234668994,0.659300873,2.081605352,0.929741502,0.509491328,0.26223098,-1.208092986,-1.020937463,-1.161284964,-0.894094017,-0.828109849,-0.396949984
YJL136C,-0.453197866,-0.428767126,0.262248473,0.382886232,3.027703915,0.782481298,-0.551348169,-1.189163563,-0.599687702,-0.249865488,-0.023803987,0.009008363,-0.427966667,-0.540527713,0.518625898,0.333732741,1.39173601,1.855479242,0.68922259,-0.550469898,-0.506172137,-2.128958393,-1.142266062,-0.434758497,-0.026893323,0.164403923,-0.344770522,0.181088428,0.029647386,0.524544182,0.504006309,0.462920609,1.529071001,1.994769889,0.78862822,-0.799278979,-0.403617786,-1.050997644,-0.789866731,-0.734407029,-1.287121723,-0.768297703
YJL177W,-0.569569122,-0.525073482,0.458594275,1.705884226,2.526380331,0.080341583,-0.768545839,-0.274159308,-0.935529812,-0.306907342,-0.133445798,0.252348359,-0.626250523,-0.884067549,0.641593023,0.87225534,1.573978468,1.557030857,0.389640414,-0.3298457,-1.115930342,-1.49565723,-1.320715286,-0.789519546,-0.48321176,0.330808102,-0.393716874,0.563290535,-0.442161775,0.250185948,0.852840939,0.617264322,1.943801983,1.634063474,0.544182617,-0.704056977,-1.101669114,-1.020115858,-0.266375233,-0.330789422,-1.032718829,-0.944452076
YJL189W,-0.523865052,-0.309336199,0.156299871,0.500157036,2.747545303,1.349407133,0.339833237,-0.856695985,-0.852655452,-0.682041563,-0.34680906,-0.396423554,-0.691276767,-0.434138949,1.110076726,-0.140906074,1.120940178,1.591538877,0.175216708,-0.314308235,-1.63029013,-1.561234175,-1.337155908,-0.163807037,0.543271218,0.320943187,-0.346938745,0.63265341,0.040307431,0.026820849,0.721294914,-0.036642726,1.826780039,1.868651749,0.813092901,-0.926583553,-1.028738562,-1.21351167,-0.37004539,-0.734052816,-0.959117286,-0.028255881
YJR123W,-0.601210289,-0.298297678,-0.141461849,0.74579997,2.617414871,1.319699728,0.751703531,-0.630498199,-0.796383616,-0.642584798,-0.536443922,-0.671781195,-0.489429677,-0.626526877,0.978254575,0.580333171,1.285404274,2.258976195,0.003041916,-0.164574978,-0.955039567,-1.329259715,-1.076279227,-0.693299249,-0.496617018,0.153846237,-0.57828012,0.033493507,-0.276058192,-0.08557449,1.529780705,1.882036892,0.955553558,0.684644957,0.883587714,-1.169794378,-0.999368535,-0.949138864,-0.455883026,-0.822320119,-0.703525188,-0.473941034
YJR145C,-0.433058499,-0.307923007,-0.092671442,0.264784583,2.210249822,2.134261457,0.597587432,-0.67823894,-0.661219741,-0.453460434,-0.531536456,-0.490240423,-0.805060554,-0.753473799,0.536356469,0.081872417,1.010417357,1.985131361,0.89697499,0.629650727,0.750827862,-1.514769437,-0.749545262,-0.732250058,-0.805489612,-0.147858648,-1.096344674,-0.844973494,-0.096540223,0.06733588,0.779243071,0.596795453,1.973303111,1.464947804,0.719521029,-1.119869038,-1.122717428,-1.281619449,-0.872801725,-0.070199048,-0.479364697,-0.558034741
YKL006W,-0.563689665,-0.393985151,0.074829674,0.402269581,3.018040026,1.00512652,0.207731129,-0.585152295,-0.8130431,-0.646780339,-0.609051732,-0.415510222,-0.324288537,-0.356495889,1.199898861,0.623154993,0.881778517,2.066371828,0.976250529,0.08450363,-1.03982377,-1.283374651,-0.873761679,-0.715181453,-0.622344402,-0.128955385,-0.777135064,-0.391381954,-0.021244028,0.480775096,1.207402741,0.850134784,1.530846671,1.529140537,0.531710142,-0.777856371,-1.339308279,-0.926558704,-0.675121245,-0.855896766,-0.790395803,-0.743628775
YKL029C,-0.463414767,0.12220135,0.451772841,0.741323296,3.085491898,-0.104394272,0.085508184,-0.922696263,-0.311864861,-0.614509141,-0.456859446,-0.655464939,-0.311864861,-0.645229019,-0.652101495,0.373982126,-0.14744748,1.920475824,0.799586588,-1.159947268,-0.826999545,1.049048317,1.106736602,-0.299732703,-1.631099748,-0.826999545,0.503058803,-0.208560475,-0.611144513,-0.967263409,0.39566574,1.245133416,2.433356369,0.514161073,-0.260177273,-1.080236611,-0.857399789,0.622931988,-0.70622093,-0.928445091,0.272941274,-0.073302243
YKL068W-A,0.46619124,0.072916562,0.733752847,0.751474888,0.318078312,-1.986621039,-1.675327548,-1.163978259,-0.282744954,-0.083065707,0.64893204,0.14938888,0.380809254,1.670193484,1.076826062,-0.153272824,1.544716714,0.494847206,-0.630923894,-0.957890057,-1.788646199,-1.105410302,-0.59353734,-0.059651376,0.44917104,0.989122634,-0.539126866,1.2737752,-0.404984656,-0.024503074,0.442458422,0.901151489,2.653265793,0.232739688,0.853595648,-0.344291066,-0.467688463,-1.206386862,-0.224764431,-0.49907459,-1.162819293,-0.748698606
YKL120W,-0.87004156,-0.503357854,-0.166888373,1.496901976,1.578235336,1.25968423,-0.945571934,-1.334316453,0.724261013,-0.876243542,0.06126886,0.732433801,-0.094554279,-1.061811221,1.782616499,-0.002380126,1.21321395,-0.490148126,0.713909709,-0.907106608,-1.882327534,0.171021738,-0.616102563,-0.738387787,-0.314836587,-0.738387787,0.904457611,0.904457611,-0.257743362,0.540728938,0.387906388,1.554386953,1.592079037,1.297254133,0.570381793,-0.698159897,-0.351707054,-0.583922714,-0.449504112,-1.309916165,-1.012645715,-1.279138223
YKL156W,-0.350709674,0.257915906,-0.230814008,0.143481214,2.579560796,1.422829951,0.705748186,-0.765207656,-0.524339126,-0.566963644,-0.455787014,-1.31106395,-0.597603564,-0.307047417,-1.292533631,0.38564937,0.989267856,1.194238146,1.886107219,0.665002231,-0.704644108,-1.438880077,-0.808089875,-0.479223935,0.088687987,0.64214905,-0.931611365,-0.196118866,0.039405469,0.219547982,0.093298873,0.138197821,1.392473566,1.656628117,1.635288059,-0.740590798,-1.448888241,-1.494609002,-0.093092331,-0.589909038,-0.390109603,-0.417640873
YKL180W,-0.646688415,-0.31709344,0.115713868,0.824249341,3.095941568,0.395726494,-0.558629181,-0.855121871,-0.644953021,-0.393707869,-0.248822575,0.051953901,-0.537942739,-0.28062606,0.763594693,0.305102917,1.577661414,1.293214907,0.605789237,-0.452769283,-1.528754668,-1.619891153,-1.304552843,-0.200682951,0.584823728,0.17184492,-0.5959515,0.400570581,-0.009506016,0.443333182,0.395962005,0.956530909,1.404807773,1.581850854,1.112865922,-1.406631275,-1.253757887,-1.062037164,-0.210531236,-0.60383589,-0.774691526,-0.574359649
YKR080W,0.195585062,-0.584203884,0.225509967,-0.734070737,-0.181153719,0.768797269,-1.092567855,-0.800861571,0.057445338,1.217316484,1.388652934,1.292083106,0.338869188,-2.091401585,1.781169002,0.947450604,1.706169512,-0.767733477,-0.914336638,0.831388168,-1.511335155,0.390260321,-0.889965888,-0.4780837,-0.385543703,-0.198794932,-0.003781786,-0.506862328,-0.094801123,0.028063387,-0.103039609,-0.527696636,2.451020271,1.834435018,0.148474853,-0.953395166,0.081797902,-0.685680204,-0.540320662,-1.2180809,-0.378380433,-0.042396696
YKR094C,-0.198222759,-0.189876862,-0.23188047,0.61426612,2.234198301,2.08077759,-0.143040519,-0.897809375,-0.968777779,-0.757978694,-0.453278443,-0.047456085,-0.724457575,-0.31646345,0.221520306,0.626092526,1.268194758,1.706102876,0.437422367,-1.075264508,-1.347639427,-1.57058199,-1.212536582,-0.015789761,0.710117351,0.115837606,-0.385577648,0.522102126,0.179336861,0.528529932,1.006356439,-0.040832189,1.630160198,1.207394637,1.268297566,-1.189462852,-0.555801494,-1.593627996,-0.414834086,-0.966496864,-0.629305709,-0.429714444
YLL045C,-0.717427397,-0.543600701,-0.209100684,0.220240758,2.49324833,1.494683905,0.856177549,-0.826803348,-0.751350556,-0.958226694,-0.640250656,0.031198029,-0.568073107,0.119284571,0.46190656,0.233699318,0.746458056,1.092229681,1.683784263,0.212112236,-0.705622259,-2.060587317,-1.385591646,-0.12735629,0.75462516,0.313002554,-0.685938561,-0.532721756,0.050328048,0.111088559,0.6339418,1.172292213,2.106394299,1.290163497,-0.051955522,-1.259467384,-0.960309803,-1.11402078,-0.847046394,-0.435165681,-0.669157162,-0.027085691
YLR048W,-0.538082053,-0.459980067,-0.34124083,0.058671764,2.806276872,1.386377163,0.739837432,-0.361789554,-0.477113958,-0.582332676,-0.740535284,-0.44619592,-0.670988678,-0.372904211,0.047371612,0.385623073,1.075121189,1.268710007,1.828940701,0.549740518,0.242493396,-1.92422551,-0.761407481,-0.785194094,-0.680575993,0.115481619,-0.873956705,-0.488122332,0.087543923,0.507525167,0.522234455,0.744600354,2.006622676,1.250406911,0.81251733,-0.508437111,-0.81701896,-1.432879197,-1.111561406,-0.63442302,-0.817909508,-0.609221615
YLR185W,-0.454827037,-0.587232948,-0.161278889,0.795952926,2.235035637,1.714699615,0.688828953,-0.591118432,-1.251549028,-0.471805637,-0.407361094,-0.854121411,-0.582711461,-0.072511195,1.03795611,-0.14765474,1.362718947,1.466480886,0.431581018,-0.434875181,-1.561930132,-1.60508764,-1.170037217,0.119620268,0.947090727,0.105416341,-0.446843342,-0.104436044,-0.132566925,0.016429472,1.128590578,1.267993713,1.42951731,1.696635897,-0.147154199,-1.049565257,-1.237128909,-1.130317351,-0.651329786,0.025585492,-0.811001083,-0.405688953
YLR237W,-0.478228154,0.268905062,0.748883849,1.268822209,2.601830786,0.417739912,-0.430596261,-0.879356544,-0.277769904,-0.827972086,-0.891548788,-0.139935933,-0.472286051,-0.908488097,0.806932093,0.327572112,1.329690612,1.231368269,-0.082645132,-0.684926766,-2.004521279,0.818072983,0.632311707,0.025176161,-0.568526332,-0.74595061,0.438962967,-1.523516784,-0.276767488,0.005980586,1.034727984,2.266385765,1.912327233,-0.088460929,-0.627718216,-0.634715536,-0.674936317,-0.54160875,-0.74904991,-0.42486761,-0.454945863,-0.746350949
YLR264W,-0.377431382,-0.253816408,0.451060263,0.260277332,1.69544704,2.397524708,0.145392202,-0.984319661,-0.95586601,0.040801521,-0.272680111,-0.226561506,-0.847364558,-1.072463429,0.961815612,0.544055887,2.106647822,0.961815612,0.271372257,-0.350550882,-1.298192162,-1.627939493,-0.527442437,-0.362368347,-0.226357028,0.751340298,-0.343700201,-0.860496937,0.279071592,1.130993119,0.981651429,-0.097054322,1.178726449,1.560954266,0.644271231,-1.037778912,-1.141076665,-1.34851101,0.286619033,-0.663815667,-1.146739072,-0.627311471
YLR287C-A,-0.301164368,-0.211778339,0.282153525,0.895513344,2.069134856,1.838688638,0.221925727,-0.988818089,-1.121537616,-0.905669538,-0.28125309,-0.776067337,-0.73090671,0.009778997,0.308510289,-0.311243681,2.396875572,1.260665706,0.854684862,0.369429259,-1.164101982,-1.417584012,-0.476613957,-0.532119762,-0.50156824,0.144275153,-0.579056297,-0.352152911,-0.316027409,1.037249782,0.639787511,0.858315886,1.144650261,1.530696989,0.580801308,-0.174630242,-0.899588057,-1.401437277,-0.247444666,-0.085865688,-0.972628651,-1.693879746
YLR333C,-0.070668373,-0.135931465,0.381554476,1.303002173,1.940692763,1.308112101,-0.502684067,-0.124884027,-1.0632613,-0.357582414,-0.528387674,0.41035816,-0.830827396,-1.729492956,0.577006648,0.992221851,1.926689775,1.167921573,-1.02566125,-0.697409536,-1.219677756,-0.842391857,-0.649376142,-0.752561602,-0.892807839,0.385140896,0.064938792,0.965966447,-1.003352063,-0.440177708,-0.897406711,-0.145943606,1.890634198,-0.051635851,0.166574553,-0.152476995,1.448155651,1.62929435,0.024903735,-0.912805376,-0.253983322,-1.301780854
YLR342W,-0.696646871,-0.385229795,0.439604386,0.667475225,2.81312611,0.926141684,-1.05279229,-0.504234707,-0.330170725,-0.02853535,0.184202974,-0.675722635,-0.86845845,-0.488759557,0.492351561,0.891903623,0.390345687,-0.187709082,-0.649641966,-1.54334044,-1.588711205,-0.679997275,0.958228179,0.803098339,0.682609326,1.641827669,-1.118424821,-0.092539593,-0.636228175,-0.432878924,0.539982901,2.24210994,1.588870116,0.755891476,0.543838279,-0.660163705,-0.340501886,-0.329295983,-0.30326939,-0.9726269,-1.060781515,-0.934946234
YLR342W-A,-0.696646871,-0.385229795,0.439604386,0.667475225,2.81312611,0.926141684,-1.05279229,-0.504234707,-0.330170725,-0.02853535,0.184202974,-0.675722635,-0.86845845,-0.488759557,0.492351561,0.891903623,0.390345687,-0.187709082,-0.649641966,-1.54334044,-1.588711205,-0.679997275,0.958228179,0.803098339,0.682609326,1.641827669,-1.118424821,-0.092539593,-0.636228175,-0.432878924,0.539982901,2.24210994,1.588870116,0.755891476,0.543838279,-0.660163705,-0.340501886,-0.329295983,-0.30326939,-0.9726269,-1.060781515,-0.934946234
YLR347C,-0.063365736,-0.105076758,1.168310766,-0.556471143,0.269546964,-0.020366857,-0.144219284,-1.582905712,-0.740029976,-0.531709773,-0.05961403,2.72812324,-0.61047156,0.248249861,-0.240658211,-0.791582661,-0.424313638,2.99758155,-0.519278806,0.155561079,0.085124038,-0.2380936,-0.838651778,0.181591818,0.864780009,0.25768699,-1.001706731,-0.488040059,0.116528114,-0.078564449,1.733951324,1.36704614,1.378788516,0.726205102,-0.474267767,-0.923504233,-1.44429908,-0.869013305,-0.738797839,0.106333264,-1.080657737,0.18025195
YLR388W,0.139326362,0.220436926,0.87076067,1.510448928,2.283556943,0.487034515,-0.652896223,-0.873542513,-0.981374363,-0.346273633,-0.900689344,-0.396421755,-0.309751351,-1.050615162,1.031922952,1.060193293,1.410335306,0.688597624,-0.331228964,-0.826571264,-1.856377082,-1.077041372,-1.051279844,-0.533017308,-0.253197052,0.469590356,0.148804494,1.119268862,-0.130831364,-0.161605447,0.449866897,0.789255856,1.230682085,1.602492318,1.402665617,-1.06308021,-1.588142502,-1.289613497,-0.468073676,0.13375726,-0.695910407,-0.211462932
YLR406C,-0.588999296,-0.207334313,0.189664393,1.270157482,2.850467044,0.639847989,-0.172032321,-0.706973607,-0.696221325,-0.431786233,-0.434395337,-0.399775334,-0.56777295,-0.744846191,0.842521525,0.572364633,1.208255284,2.337406188,-0.90723558,-0.365438515,-1.363638116,-1.052765916,-0.839923993,-0.500720762,-0.3152329,0.168836338,0.168836338,0.046735477,-0.220522193,0.56947383,0.267298731,0.572816377,2.032334047,1.743758104,0.195116843,-1.098782323,-0.584326332,-0.114366804,-0.293672123,-1.307125576,-0.647152022,-1.114850559
YLR441C,-0.462309984,-0.418344159,-0.148039471,0.738545529,2.680039567,1.555191179,0.030109097,-0.738050694,-0.73197746,-0.506030571,-0.417961324,-0.639910475,-0.273128704,-0.668132532,0.530759341,0.238091019,1.463908493,0.652388146,-0.014039565,-0.915148936,-1.488377216,-1.814573251,-1.018659867,-0.054303955,0.570661482,0.968081855,-0.285895585,1.16710804,0.353026609,0.692917681,1.10990795,1.663442607,1.340520328,0.306796085,0.410371254,-0.898464119,-1.35139314,-1.285692546,0.007705437,-1.004180284,-0.934564248,-0.410393614
YLR448W,-0.073411629,-0.372264625,0.056915205,0.564441878,3.197232983,0.402726203,-0.296506975,-0.852975587,-0.711840856,-0.402202053,-0.541524906,-0.246160921,-0.519532702,-0.204896016,0.997505457,-0.085342669,0.833271141,2.676025071,-0.472995952,-0.232928299,-0.936380163,-1.183263031,-1.077661495,-0.576712014,-0.238109728,0.106654284,0.034603096,0.155334303,-0.066752183,-0.216770839,0.913101881,1.338850041,1.544591859,0.653180744,1.292496707,-0.858307428,-1.489761221,-0.910471888,-1.165736075,-0.421688689,-0.712446056,0.099713147
YML018C,-0.588681081,-0.330091067,-0.424507839,0.025780212,2.304773665,0.79230952,1.011960114,-0.016146446,0.362435086,-1.248894333,-1.250790732,-1.10660512,-0.402044474,0.870502496,0.530564833,0.065090119,-0.424788635,0.084925644,1.043184457,-1.304566221,-2.026327214,-0.447567995,-0.475511776,0.891608013,1.859772352,0.091383847,0.740105314,-0.627872738,0.022420204,0.562035608,1.042355001,0.422777193,2.096844998,1.31794223,-0.292375147,-0.639890979,-0.872500076,-0.099375529,-1.345286084,-0.235437552,-1.301289383,-0.678220482
YML024W,-0.712204261,-0.75188118,0.490438655,1.028678621,2.597803019,0.824955693,-0.573969469,-1.055895917,-0.618811927,-0.179610692,0.414289819,-0.112181625,-1.023947351,-0.327663385,1.335647971,0.722032829,1.661420457,0.985595822,-0.724212728,-0.825143993,-1.352912846,-1.27761196,-0.099610736,-0.558637037,-0.994304705,0.540970698,-0.216297066,0.803063295,-0.587781365,0.043682206,1.143914547,1.148817095,1.440716234,1.265597506,0.545332946,-1.147008101,-0.912309081,-0.699149716,0.643229097,-0.814129989,-0.725728923,-1.345182456
YML025C,-0.712204261,-0.75188118,0.490438655,1.028678621,2.597803019,0.824955693,-0.573969469,-1.055895917,-0.618811927,-0.179610692,0.414289819,-0.112181625,-1.023947351,-0.327663385,1.335647971,0.722032829,1.661420457,0.985595822,-0.724212728,-0.825143993,-1.352912846,-1.27761196,-0.099610736,-0.558637037,-0.994304705,0.540970698,-0.216297066,0.803063295,-1.348985647,-0.996368206,-0.63676458,0.233347267,0.117781048,0.231718108,0.359743603,-1.326109109,0.481308413,1.884104857,1.4774348,0.203685301,0.535452119,-1.216347974
YML026C,-0.851376222,-0.506755572,-0.109707418,1.058096126,2.931849312,0.548160092,-0.543167789,-0.953526243,-0.604453633,-0.083875007,0.00734716,-0.178083472,-0.105397072,-0.609110263,0.800108484,0.905647144,1.291831642,1.291831642,0.415158592,-0.205360339,-1.248774046,-1.538771581,-1.120418511,-0.702532457,-0.525007257,1.06547316,-0.850333702,0.421147228,-0.085171998,0.522178132,0.402799074,0.497712907,2.101476481,0.992679115,1.060354182,-0.550434191,-1.088564553,-1.378488611,-0.478505771,0.080326129,-1.087705697,-0.988655198
YML063W,-0.509920384,-0.442584642,0.304802563,0.795590301,3.071954469,0.362254579,-0.092720652,-1.019681452,-0.533660497,-0.373261218,-0.05510513,-0.573621455,-0.398706116,-0.535340366,0.874668448,0.38535403,1.328722953,2.445964797,-0.249399364,0.106311047,-0.971393584,-1.12342281,-1.167566392,-0.589799848,-0.194846002,-0.132361494,-0.495446061,-0.216785722,-0.088558266,0.045929639,1.31478869,1.587968387,1.450204321,0.724904408,0.263979761,-1.614003975,-1.008254735,-0.969509737,-0.026267996,-0.124935022,-1.133570614,-0.422674862
YML064C,-0.509920384,-0.442584642,0.304802563,0.795590301,3.071954469,0.362254579,-0.092720652,-1.019681452,-0.533660497,-0.373261218,-0.05510513,-0.573621455,-0.398706116,-0.535340366,0.874668448,0.38535403,1.328722953,2.445964797,-0.249399364,0.106311047,-0.971393584,-1.12342281,-1.167566392,-0.589799848,-0.194846002,-0.132361494,-0.495446061,-0.216785722,-0.625527694,-1.176887503,-0.924624732,0.763949795,-0.381249538,-1.188269004,-0.057268773,-0.878768322,-0.429046276,2.317671158,1.007331003,0.57781346,0.660378104,0.334498323
YML073C,-0.549839369,0.043520241,-0.088527193,0.268114951,3.26076475,0.195635938,0.120255592,-0.802201753,-0.55929544,-0.488752178,-0.354215992,0.056254656,-0.550857101,-0.550857101,0.735208443,0.561427702,1.264378768,2.010735667,0.188750673,0.276213884,0.02173992,-1.752585809,-1.572024514,-0.697142696,-0.171563489,-0.110947382,-0.509743231,-0.244447938,-0.343981416,-0.120051143,0.496114251,0.753176601,2.145514114,1.0814938,1.409787459,-0.620788032,-0.593875192,-0.869504733,-0.830326951,-0.875143849,-0.892650259,-0.739764652
