Gene ID,Gcn5_1,Gcn5_2,Gcn5_3,Gcn5_4,Gcn5_5,Gcn5_6,Gcn5_7,Gcn5_8,Gcn5_9,Gcn5_10,Gcn5_11,Gcn5_12,Gcn5_13,Gcn5_14,Esa1_1,Esa1_2,Esa1_3,Esa1_4,Esa1_5,Esa1_6,Esa1_7,Esa1_8,Esa1_9,Esa1_10,Esa1_11,Esa1_12,Esa1_13,Esa1_14,Set1_1,Set1_2,Set1_3,Set1_4,Set1_5,Set1_6,Set1_7,Set1_8,Set1_9,Set1_10,Set1_11,Set1_12,Set1_13,Set1_14
YCL036W,-0.364960328,-0.380558579,0.083194889,0.953520466,2.950186324,0.232126029,-0.152903143,-0.069144853,-0.154072514,-0.578829579,-1.407662112,-0.511677316,-0.644989174,0.045769892,-0.227016581,-0.394407241,-0.677332901,0.91235449,2.436214993,0.600050048,1.051766195,0.1480155,-0.403269874,-1.056107479,-1.340874773,-0.947981421,-0.272815737,0.171404782,0.011146434,-0.156664204,0.112880629,-1.678343,-0.223053208,0.695009092,-0.760796449,1.290999836,0.048002498,0.315651001,-0.933860169,2.180666816,-1.235565958,0.333926682
YCL037C,-0.301527849,-0.128991869,0.302797917,1.12988533,2.928271985,0.407472214,-0.128737748,-0.501591727,-0.725372983,-0.552118522,-0.994885245,-0.482387599,-0.538512039,-0.414301864,-0.175839165,-0.304043753,-0.525245804,0.794768679,2.784920942,0.267889907,0.939858891,0.063447581,-0.549670038,-0.809962845,-0.837795816,-1.221679678,-0.286101249,-0.140547654,-0.153669614,0.0315044,0.574060657,1.617799574,1.81337639,1.306049707,0.482763172,-0.854347111,-0.690374035,-0.895383176,-0.855651481,-1.10651605,-0.758702455,-0.510909978
YCR027C,-1.010688817,-1.343331905,-0.301434989,-0.252073223,1.04935952,1.672512928,-0.213411216,0.04175355,-0.643898572,0.370813934,1.088043763,1.479984402,-1.336452918,-0.601176458,-0.615613743,-0.292403378,-0.143549356,-0.138701424,2.056233423,2.165177766,1.007287176,-0.349039948,-0.757603719,-0.713250236,-0.720342345,-0.310718269,-0.452403806,-0.735072143,-1.360613103,-1.903173097,-0.015860592,-0.724463174,1.856083581,0.118297038,1.303530643,-0.075138319,0.673009072,0.420927668,0.224485741,-0.924511311,0.534962914,-0.127537061
YCR063W,-1.080727736,-0.146743895,-0.674271391,-1.375925422,0.580655436,1.497098519,1.470018196,1.784493481,-0.048916251,-0.146707599,-0.518553148,-0.729196655,0.207957979,-0.819181515,-0.760031712,-0.944268793,-0.305996598,-0.182787767,1.042238144,1.692173493,2.394871011,-0.225614938,-0.651962754,-0.444085482,-0.304126619,-0.709994623,0.066222987,-0.666636349,-0.757998619,-0.679542984,0.742346045,0.186471101,0.005584293,0.619372527,-0.572567508,-0.838328032,1.771825999,1.833515214,-1.238356228,-1.036481237,0.635502305,-0.671342876
YDL007W,-0.802033466,-1.249754613,-0.317128992,-0.268098824,1.433480905,1.288439442,0.220259101,-0.264047255,-1.206137638,0.354079362,1.448159149,-0.272321235,-1.401297985,1.036402049,-0.454225899,-0.255399742,0.112784265,0.4070938,2.090751734,1.719540354,1.138127368,-0.855741532,-0.864222868,-0.685919147,-0.547123503,-0.368090131,-0.214404749,-1.22316995,0.076281501,1.365697502,-0.482061336,-0.268557031,0.615658989,-0.032388399,0.983745763,1.342533199,-0.442148136,-1.381255592,0.208721815,0.989429155,-1.241714984,-1.733942445
YDL014W,-0.723030069,-0.44327196,0.407726193,0.802266041,2.624292664,0.972307122,0.518778425,-0.089850796,-0.584806007,-1.11558951,-0.685596891,-0.771391622,-0.839337121,-0.072496468,-1.316194947,-0.300092355,-0.090714823,0.715379496,1.536573577,0.693565154,1.020448989,1.783790205,-1.29568761,-0.987790365,-0.545183243,-0.349827161,-0.163204869,-0.701062048,-0.201542382,-0.269621371,-0.309292842,2.487098758,1.959859956,0.092719601,-0.190814048,-0.734426763,-0.922879658,-0.011065984,-0.667584744,-0.911536905,-0.164395823,-0.156517795
YDL038C,-0.764589717,-0.425975687,-0.130404199,0.604734408,2.852982334,0.362374809,0.008352168,0.87232019,-0.284999658,-0.752897197,-1.082216099,-0.971850296,-0.05960861,-0.228222446,-0.472805427,-0.075620778,-0.702556137,0.927235011,2.981035864,-0.068721077,0.61371917,-0.066721855,-0.562689292,-0.69143612,-0.54092114,-0.792362332,0.099828375,-0.647984262,-0.355215861,-0.263421971,0.50662505,1.200483892,2.916909193,-0.429116944,-0.263692357,-0.175521644,-0.867823063,-0.55288491,-0.449466942,-0.006560946,-0.989809855,-0.270503642
YDL039C,-0.764589717,-0.425975687,-0.130404199,0.604734408,2.852982334,0.362374809,0.008352168,0.87232019,-0.284999658,-0.752897197,-1.082216099,-0.971850296,-0.05960861,-0.228222446,-0.472805427,-0.075620778,-0.702556137,0.927235011,2.981035864,-0.068721077,0.61371917,-0.066721855,-0.562689292,-0.69143612,-0.54092114,-0.792362332,0.099828375,-0.647984262,-0.355215861,-0.263421971,0.50662505,1.200483892,2.916909193,-0.429116944,-0.263692357,-0.175521644,-0.867823063,-0.55288491,-0.449466942,-0.006560946,-0.989809855,-0.270503642
YDL131W,-0.468262863,0.29221497,0.469457296,1.027511101,0.640001412,0.432022756,2.402183334,0.379320965,-0.630016378,-0.917810329,-1.391808283,-0.577767547,-0.715800239,-0.941246196,0.389305447,0.788737383,0.303504479,0.035073925,1.510575334,-1.287957557,-1.000782812,1.860834075,-0.607117171,-0.479118551,-0.546831794,0.227265949,-1.613361033,0.419872325,-0.309993566,-0.845517424,1.10339698,1.959055865,0.697168967,0.890289368,0.279373947,0.555432388,-0.945303941,-1.470974508,-0.67099215,-1.22135621,-0.494483036,0.473903319
YDL229W,-0.614587968,-0.285890559,-0.122552156,0.969998692,2.643104404,1.102359744,0.679313648,-0.537051575,-0.566305239,-0.67025402,-0.944795744,-0.594601501,-0.360627056,-0.698110671,-0.68505005,0.184977856,0.502152652,1.011269922,2.343849025,1.387874939,0.225295052,-0.398896904,-0.759882655,-0.895898237,-0.872195373,-0.866631927,-0.650189832,-0.526674466,0.136865183,0.201147151,0.856737324,1.84179024,1.962084854,0.348006343,-0.145495316,-1.034750609,-1.07161915,-0.882506309,-1.090530927,-0.431035633,-0.670224699,-0.020468453
YDR012W,-0.680715362,-0.45284564,-0.417873531,0.346234621,2.14323227,1.494393781,1.599442064,-0.232353593,-0.640295956,-0.839834726,-0.681850162,-0.682397946,-0.696851042,-0.258284778,-0.930139238,-0.265381018,-0.270882224,0.150285086,2.023058334,1.647043638,0.867181922,0.326899385,-0.775348487,-0.950002373,-1.085983713,-1.034970581,-0.353572032,0.651811301,-0.257927333,-0.205743285,0.567779822,1.727898679,2.052328541,0.775958901,0.167387251,-0.558373121,-0.980516707,-0.677623577,-1.036735287,-1.305453176,0.176461124,-0.445441832
YDR033W,0.373026909,1.30824046,0.43335405,0.258889189,1.938652744,0.982193421,-0.165645071,-0.89936362,-1.309569405,-1.077350052,-1.139161643,-0.398743381,0.539279552,-0.843803155,-0.399045504,-0.873644158,-0.524923146,0.412837233,1.755648793,0.642166308,1.603941754,-0.342034798,-0.339569219,-0.970455682,-1.313823929,-1.146336523,0.406994559,1.08824431,0.180902801,0.500114218,0.774806096,0.050158028,2.254473716,1.048486796,-0.282700867,-0.473930045,-1.305703399,-1.549369444,-1.055343238,0.452804433,-0.181608208,-0.413090888
YDR058C,1.02221619,-1.621205056,-0.216668655,-0.682402517,0.836622678,1.065227304,-1.472081175,-1.245856072,-0.24396002,0.440142906,0.732216808,0.121668814,-0.278232004,1.542310799,-0.383710027,-0.390326487,-0.034495138,0.011402037,2.238912093,2.099340669,0.730964221,-0.799318642,-0.724047115,-0.504496756,-0.348779001,-0.626885283,-0.571438302,-0.697122268,-0.116751327,0.93011336,-0.693554663,-2.118299753,-0.442050065,1.189909334,1.64454879,0.980065202,0.719691679,-0.410216091,-0.227635601,-0.787471549,0.049997948,-0.718347264
YDR242W,-0.414223331,0.109760438,-0.45385955,-0.43138563,0.249450821,2.961259001,1.134558534,-0.229553047,-0.464007947,-0.618248344,0.219023255,-0.784497738,-0.343204335,-0.935072127,-0.618311421,-0.590995872,-0.162038753,0.491849111,2.03083053,1.380587186,1.756256405,-0.321527097,-0.950536362,-0.685020361,-0.549341522,-0.631275307,-0.421488661,-0.728987876,-0.303491083,-1.061686815,-0.770324758,-0.647014966,2.016306431,0.490603668,1.097459472,-0.705440845,0.272592197,-0.177142181,0.773241634,-0.630198406,-1.518481806,1.163577458
YDR399W,-0.673649983,-0.020269421,-0.100247821,0.12615918,1.482370979,2.449285227,0.966817122,-0.924416935,-0.847091514,-0.993458578,-0.25647235,-0.811294036,-0.314017686,-0.083714185,-0.858436502,-0.92420533,-0.553498168,1.367581434,1.757103476,1.804046687,0.712116752,-0.948039051,-0.126395163,-0.175537119,-0.155999949,-0.985326537,-0.569074997,-0.344335531,-0.105959152,-0.197608388,0.944598586,0.373221682,0.808245662,1.765729967,0.100014351,-1.184099172,-0.122931407,-1.678575647,-0.717419792,1.303083431,-1.299779935,0.011479815
YDR400W,-0.789817587,-0.54062373,-0.367214913,-0.221503143,1.094953492,2.758500865,0.388703421,0.57182092,-0.461163418,-1.057625551,-0.600895326,-0.111827164,-0.918540365,0.255232498,-1.241121004,-0.295160808,-0.631560984,0.350507251,1.488451738,2.200991719,1.358217676,-0.760333787,-0.577724637,-0.363785514,-0.125891626,-0.620763293,-0.703267613,-0.078559119,-0.040600385,0.603459697,0.863277195,0.290981317,1.066193565,1.492891521,0.639311999,-1.076562881,0.344463339,-1.591232556,-0.126377314,0.3210529,-1.723623828,-1.063234568
YDR420W,-1.354809329,-0.498002146,-0.711865603,-0.49891892,0.469104806,1.093275417,2.462567112,0.998011803,0.037022989,-1.132082954,-0.339051863,-0.398412568,0.182062533,-0.308901278,-0.486037906,-0.683336613,-0.256092452,0.953109139,2.041986568,1.298750995,1.326998158,-0.865165585,-0.704419453,-0.789307239,-0.75499342,-0.771567828,0.403763038,-0.713687402,-0.900195807,-1.943046733,-0.383704358,-0.170521636,1.333923699,-0.083949724,0.798431783,0.273240899,-0.341436144,0.567391072,-1.230590288,-0.498728749,1.614909826,0.964276158
YDR432W,0.488254746,-1.044046047,-0.405057275,0.01207096,0.015703578,1.386747938,1.969586183,1.4131936,-0.306557151,-1.238177414,-0.985244896,-0.993052405,0.036444372,-0.349866189,0.531389166,0.304216461,0.232575814,0.070689799,1.045350657,0.304534683,2.18589896,0.91037059,-1.490648473,-1.126090749,-0.588153096,-0.788599488,-0.952521564,-0.63901276,1.125681785,1.931367829,0.243638356,-0.464105749,-0.359067492,-1.776445345,0.580419345,0.515986382,-1.632407336,0.258734564,0.317398991,-0.365642254,-0.821590619,0.446031543
YDR433W,0.488254746,-1.044046047,-0.405057275,0.01207096,0.015703578,1.386747938,1.969586183,1.4131936,-0.306557151,-1.238177414,-0.985244896,-0.993052405,0.036444372,-0.349866189,0.531389166,0.304216461,0.232575814,0.070689799,1.045350657,0.304534683,2.18589896,0.91037059,-1.490648473,-1.126090749,-0.588153096,-0.788599488,-0.952521564,-0.63901276,1.125681785,1.931367829,0.243638356,-0.464105749,-0.359067492,-1.776445345,0.580419345,0.515986382,-1.632407336,0.258734564,0.317398991,-0.365642254,-0.821590619,0.446031543
YDR461C-A,1.170899722,-0.209748315,0.077066888,-0.091169605,-0.250670091,2.478936656,1.002014298,-0.882071225,-0.127531938,-0.888649679,-1.053889849,0.469601606,-0.908129086,-0.786659381,-0.466235524,-0.246733027,-0.416600936,-0.569795544,0.200334468,2.222375626,0.629422052,-0.845346073,-0.930691951,0.504447943,1.816868564,-0.124238932,-0.638551207,-1.135255458,-0.990571243,-0.67160284,0.259620754,-0.806831879,1.84476773,1.320653241,-1.362281196,0.451942774,-0.32234993,-0.997125085,0.436295054,0.410223356,1.236836015,-0.80957675
YDR462W,1.170899722,-0.209748315,0.077066888,-0.091169605,-0.250670091,2.478936656,1.002014298,-0.882071225,-0.127531938,-0.888649679,-1.053889849,0.469601606,-0.908129086,-0.786659381,-0.466235524,-0.246733027,-0.416600936,-0.569795544,0.200334468,2.222375626,0.629422052,-0.845346073,-0.930691951,0.504447943,1.816868564,-0.124238932,-0.638551207,-1.135255458,-0.609832889,-0.413414722,1.192229382,-1.767060697,0.915451521,2.338613699,-0.823801725,-0.116572605,-0.408887102,-0.362354864,-0.117309481,0.245826875,0.482466396,-0.555353788
YDR502C,-0.80269278,-0.432138878,-0.024218422,0.965522931,2.474453975,0.097284145,1.633802815,-0.214789209,-0.628005271,-0.880080945,-0.55955567,-0.425898874,-0.587116853,-0.616566963,-1.453152017,-0.903672127,0.242016876,0.000187951,3.000997954,0.237661224,0.4570845,-0.27371729,-0.653101855,-0.180774993,0.208468393,-0.164914946,-0.298972808,-0.218110863,-0.072166442,0.287506129,1.331287269,1.477857549,2.177706679,-0.430915867,-0.434414254,-0.510092552,-0.837980898,-1.142866757,0.26963224,-0.711058111,-0.755977407,-0.64851758
YEL009C,-0.803190606,-0.515308111,-0.260691734,0.252000769,1.512165864,1.972546292,1.757890197,0.021253605,-0.59838265,-0.873204524,-0.585463136,-0.803799503,-0.509939422,-0.565877041,-0.921228607,0.178321835,0.776195885,0.35634475,-0.05105869,2.486713836,0.429443267,0.104245521,-0.211431052,-0.597726899,-0.952227958,-0.319934041,-1.818056426,0.54039858,0.11982482,0.983164831,0.349689651,0.046227884,0.439357842,1.999107374,1.582116333,-0.471417881,-0.718744917,-1.171053774,-0.207402966,-0.678829493,-1.194959083,-1.077080621
YER043C,-0.563871099,-0.445930008,-0.083308311,1.285006314,2.273049895,1.345703917,0.640293059,-0.072612374,-0.923791715,-0.731627009,-0.54661561,-0.442728286,-0.715134832,-1.018433942,-1.01547094,-0.231658366,-0.075670252,0.508205748,1.621422613,0.197168556,1.811185882,-0.104660795,-0.707483308,-1.203106015,-1.492246048,-0.373468288,-0.103387967,1.169169182,-0.251543274,0.37531119,1.506667942,2.141781558,1.26551017,-0.0355733,0.011380506,-0.638155602,-0.501444073,-0.91658776,-0.318988281,-0.371918413,-1.014046772,-1.252393891
YER056C,-0.48160514,0.706952341,1.167361435,0.374368918,-0.546629387,-1.448072514,-1.927320662,-1.237202269,0.168041845,0.673127681,0.4529974,1.491711568,0.18290943,0.423359355,-0.496467668,-0.713598794,0.976363675,0.898326638,2.407856073,0.840661971,0.147331675,-0.175115928,-1.172425356,-0.500539758,0.270733173,-1.143829344,-0.561150326,-0.778146029,-0.301496027,0.156387872,1.298396761,2.614482694,0.954015341,0.255784541,-0.576606318,-0.317723917,-0.480740459,-0.788881216,-0.809283163,-0.502333268,-0.569941271,-0.93206157
YER081W,-1.097748454,0.159077728,-0.695167691,-0.813110887,1.962621703,1.413425155,1.621654523,-0.116724337,0.242205447,-0.455134249,-0.312096565,-0.131263582,-0.59597869,-1.181760101,-1.563800433,-0.295184219,-0.58808573,-0.547880733,1.179525019,1.494302166,1.937530376,-0.486526797,0.854423434,0.260911195,-0.249142696,-0.559853482,-0.744965794,-0.691252307,-0.052068794,0.649968398,-0.520903725,-0.416522089,1.492929318,1.927377216,0.164686063,-0.018409042,1.176383733,-1.161135805,-0.198368055,-1.358877307,-0.596368022,-1.088691887
