Gene name,RNAseq1,RNAseq2,RNAseq3,RNAseq4,RNAseq5,RNAseq6,RNAseq7,RNAseq8,RNAseq9,RNAseq10,RNAseq11,RNAseq12,RNAseq13,RNAseq14,RNAseq15,RNAseq16
YER181C,0.53145665,0.987288609,-0.37694079,0.076443596,0.076443596,-0.37694079,-3.417439249,0.342475558,0.076443596,-0.37694079,0.076443596,0.342475558,0.53145665,0.53145665,0.076443596,0.899433964
YER182W,-0.311361309,-0.472886483,-0.97968823,-2.054245156,-1.709353565,-0.265396609,0.384278891,0.680143637,0.304879264,0.63829006,0.441586726,1.25167323,1.848989864,0.014848018,-0.194139067,0.42238073
YER183C,-0.26837795,0.101740571,-0.249165769,-0.210974586,0.961680894,0.639444795,1.4273771,1.221377598,-0.006277803,1.207319061,-0.135507575,-1.040574929,-2.248634153,-0.973033663,-1.017953542,0.591559951
YER184C,1.305843539,1.697404911,1.329509514,0.332843007,-1.354285033,-0.495253951,-0.164636847,0.119015509,-0.414441681,0.219422389,-0.839784902,-0.037541183,-1.275710309,-1.05058361,-0.817169697,1.445368345
YER185W,1.047626104,1.781139957,-0.06979495,0.431307138,0.547270813,-0.541986865,0.018247689,0.146748713,-1.021160333,0.018247689,-1.078163128,-0.492153533,-0.854913211,-1.63184121,-0.298860924,1.998286049
YER186C,-0.281668206,0.005022982,-0.715459935,-1.369449811,-0.036913675,1.470485945,0.909252392,1.102604378,0.398540946,1.210095132,-0.020077816,0.771834014,-1.653987554,-1.049545625,-1.369449811,0.628716644
YER187W,-0.993668973,0.629833812,0.188885978,1.022076081,1.950615037,-0.09003783,-0.163327427,0.052158786,-0.6379461,0.509329056,-1.388983026,1.228199732,-1.088453378,-1.28595778,-0.901346142,0.968622173
YER188W,-0.254593646,-0.078660755,-0.315266065,-2.794906586,-1.298497026,-0.503882488,0.248638825,1.199820029,0.95345143,0.823420873,0.642147393,0.49973137,0.14291394,0.033885138,-0.377012198,1.078809766
YFL001W,-0.751794449,0.013998021,0.588636738,1.726703913,1.814465572,0.51477745,0.541182932,0.541182932,0.099131244,0.362410726,0.013998021,-1.207396275,-1.692347904,-1.141221848,-1.015567432,-0.40815964
YFL002C,0.047052859,0.43038464,0.958547993,1.84831397,1.461920512,0.104989393,0.340979071,0.290057473,-0.005614479,0.228303835,-0.600967137,-1.571849851,-1.906830861,-0.910044213,-0.869892743,0.154649538
YFL003C,0.05963825,0.715818653,0.965070137,2.600131589,-0.631217177,-0.631217177,-0.242274563,0.05963825,0.398794821,0.343887026,-0.838020631,-1.203539195,-0.908958064,-0.980946303,-0.76810377,1.061298154
YFL004W,0.633877066,0.684499048,-0.435728916,-1.020377238,-0.977405255,0.745688447,0.72907389,0.980646406,0.443792622,1.053995541,-0.213584718,0.582742018,-0.78281867,-1.753840256,-1.799416577,1.128856593
YFL005W,-0.044318809,-0.216859129,-1.200344879,-1.772064729,-1.245975139,0.075507019,0.258800116,0.765025187,0.0843835,0.953463774,-0.712860756,0.641691037,0.518077221,-0.176291284,-0.356565331,2.428332203
YFL007W,1.42923316,1.407921075,0.828277254,-0.467188306,-1.239883147,-1.03516912,-0.956189968,-0.742338174,-1.091197823,-0.540669522,-0.927913929,0.004638203,0.453846127,0.565266284,0.67834908,1.633018803
YFL008W,0.144636217,0.329265294,-0.747335655,-2.327966176,-0.798193697,1.046099803,1.613207924,1.469386708,0.428607772,0.321602624,-0.341492275,-0.850123827,-0.314022199,-0.67727776,-0.132163754,0.835769002
YFL009W,-0.39506247,-0.45399552,-0.493736507,0.395960554,1.672803151,0.857565494,1.064120172,0.886650887,-0.111905733,0.972748141,-0.19491763,-0.687675498,-1.681271934,-1.426059092,-1.291874902,0.886650887
YFL010C,-0.730674874,-0.016710147,0.273135394,0.92858461,1.237072954,0.953436774,0.625985818,0.858287267,0.175111387,0.97260451,0.353837881,-0.342669011,-2.030510511,-1.503378657,-1.517459764,-0.236653632
YFL011W,0.932649056,0.879503257,0.452342092,-0.989815022,-2.533015039,-0.967058832,-0.490090534,-0.218359687,-0.402013678,-0.332830805,-0.530649917,1.190603281,1.01064792,0.404764776,0.565409465,1.027913666
YFL012W,0.386642518,-0.083225063,-0.658237244,0.386642518,0.783938063,-0.658237244,1.359088246,1.046276794,1.046276794,-1.39943539,-0.658237244,-0.658237244,-1.193225248,-1.623582942,0.49185151,1.431701174
YFL013C,0.033177459,0.263007105,-0.440665168,-2.224549505,-0.886561515,0.709420173,0.744198256,1.086761717,-0.342849257,0.697782444,0.231608999,-0.655811525,-0.349783361,-0.315192863,-0.758921476,2.208378516
YFL013W-A,0.370518862,-0.540400323,-0.695994459,-2.377239291,-0.617610974,-0.206573394,0.40253657,0.455461872,-0.829338939,0.465982105,0.218418662,-0.182683731,0.811477218,0.370518862,-0.064866747,2.419793707
YFL014W,1.072507917,0.817817581,0.473307836,-0.179886462,-1.285877809,-0.957894459,-0.854450312,-0.925082331,-1.03107319,-0.91920385,-1.02071788,0.043521492,1.007283596,1.097992008,1.167890266,1.493865596
YFL015C,0.504131275,0.143550072,-1.950252144,-1.950252144,-0.128152579,-1.950252144,0.143550072,0.302976801,0.416228747,0.504131275,0.575982438,0.636748938,0.849315854,0.849315854,0.416228747,0.636748938
YFL016C,0.030356025,-0.152370061,-0.821329928,-2.613220189,-1.736304522,0.555503613,0.517578301,0.550633484,0.317734369,0.691788932,0.427248573,0.275036734,1.378324976,-0.102084895,-0.206288947,0.887393533
YFL017C,-1.157790696,-1.0919964,-1.027317268,-1.523150484,-0.719409585,0.184986416,0.054409993,1.229912905,0.717814794,1.585545428,0.625362553,1.238777138,0.808080105,-0.156610446,-1.124751754,0.356137299
YFL017W-A,-1.119965947,1.269010315,0.376030811,-0.576912711,-0.628968409,-0.033388014,-0.423513632,0.060145238,-0.788022941,0.960090469,-0.373276338,-0.525323845,-1.472242257,0.152182013,0.54904245,2.575112797
YFL018C,-0.342615687,-0.404909438,-1.061431227,-2.178113114,-1.822210245,0.917237887,0.744780759,0.709440305,0.606603225,1.09161201,0.721866925,0.921815641,0.353683952,-0.298907769,-0.470530216,0.511676991
YFL019C,1.022493726,1.022493726,0.480081004,-1.450719094,-0.771088812,-0.771088812,-1.450719094,-0.050294264,0.62991262,0.318260141,-1.901196194,1.449808961,0.899906234,-0.050294264,0.480081004,0.142363118
YFL020C,1.031694065,0.087688964,1.153482275,-1.303604961,-1.751144907,-1.751144907,-0.123873991,0.45384036,0.279090202,0.763460835,0.45384036,-0.628405934,1.031694065,0.087688964,-0.937787664,1.153482275
YFL021W,0.092612011,0.162580121,0.418994192,0.921734859,1.823901319,1.672357561,-0.482149272,-0.609427693,-0.813096432,-0.035404776,0.051966971,-1.10784209,-2.203815708,-0.354217897,-0.109150131,0.570956964
YFL022C,-0.516709776,0.17799432,0.663445762,1.479958358,1.386435243,0.689547451,0.598478173,0.650997068,0.330244848,0.515067925,0.148396512,-1.291349367,-1.850238412,-1.25276463,-1.276386562,-0.453116913
YFL023W,0.351175856,0.798867372,1.178005716,1.649762147,1.214849856,-0.077611447,0.127901944,0.184717997,-0.345020445,-0.077611447,-0.227139711,-2.040588147,-1.790697112,-0.774921542,-0.551794524,0.380103487
YFL024C,1.108150498,-0.266954678,-1.26927987,-0.617221701,-0.376374615,-1.090079294,-0.602803315,-0.38976984,-1.067697214,-0.132335449,-0.720083704,-0.186317598,1.449191508,1.522255345,0.964460323,1.674859605
YFL025C,-0.307207327,-0.056305474,-0.418839872,-0.307207327,0.457263603,0.961717661,1.392021924,1.461564087,0.811748934,1.033262006,0.105953597,-0.22557422,-0.671472029,-2.027301296,-1.66785883,-0.541765437
YFL026W,0.85045666,1.275304282,-0.58775172,-0.339536434,0.499600556,-1.098839231,-0.40017265,-0.886570134,-1.479513673,0.168691617,-1.284686124,-0.619881087,0.350239533,0.499600556,1.025802387,2.027255462
YFL027C,1.028905798,1.583340766,1.152729385,0.486832318,-1.210201237,0.330206452,0.019128532,0.135886454,-0.25789459,-0.240146783,-1.210201237,-0.34754272,-1.724538094,-0.940286197,-0.402073939,1.595855093
YFL028C,-0.890392039,-0.413416628,0.178308797,0.821089265,1.314786607,0.770431359,0.923670776,1.496071071,0.208573637,0.849699682,-0.403086404,-0.439381034,-1.678234579,-1.241550568,-1.560034835,0.063464893
YFL029C,0.125576499,0.244375132,-0.601016092,-1.41531421,-2.830511006,-0.344024183,0.315391081,0.649008342,-0.38729085,0.863792913,0.452952788,0.711829803,0.359004634,0.324160499,0.097536839,1.43452781
YFL030W,-0.129679948,-0.1778745,-0.476499202,-1.43639977,-2.843006883,0.136565656,0.212278135,-0.028746695,0.170066825,0.729458253,0.689571573,1.359435303,1.113037419,0.035483195,0.022784005,0.623526634
YFL031W,-0.530632347,-0.325423661,-0.501299365,0.29843584,1.10911301,1.511849664,0.928545428,1.29518683,0.765766124,0.806182036,-0.092495,-0.441762598,-1.57295659,-1.396735507,-1.48960316,-0.364170704
YFL031W,-0.530632347,-0.325423661,-0.501299365,0.29843584,1.10911301,1.511849664,0.928545428,1.29518683,0.765766124,0.806182036,-0.092495,-0.441762598,-1.57295659,-1.396735507,-1.48960316,-0.364170704
YFL031W,-0.530632347,-0.325423661,-0.501299365,0.29843584,1.10911301,1.511849664,0.928545428,1.29518683,0.765766124,0.806182036,-0.092495,-0.441762598,-1.57295659,-1.396735507,-1.48960316,-0.364170704
YFL031W,-0.530632347,-0.325423661,-0.501299365,0.29843584,1.10911301,1.511849664,0.928545428,1.29518683,0.765766124,0.806182036,-0.092495,-0.441762598,-1.57295659,-1.396735507,-1.48960316,-0.364170704
YFL032W,-0.479062165,0.044726522,-0.391300766,0.568529257,0.974829627,1.323586984,1.092342529,1.246819287,0.543063267,0.933910743,-0.09539958,-0.744796655,-1.955417004,-1.151057291,-1.217267674,-0.69350708
YFL033C,1.460139691,1.528744569,0.883446026,-0.240942505,-2.550341543,-0.016171428,-0.224008927,-0.00438741,-0.577766095,-0.028002425,-0.573014138,-0.530585503,0.015149229,-0.415814897,-0.140760768,1.414316126
YFL034C-A,-0.138525795,0.082842863,0.497329714,1.247277223,1.225460775,0.285427296,0.919754931,0.765980883,0.346034238,0.340648763,-0.355813774,-1.944876393,-2.261900871,-0.760776117,-0.501353823,0.252490089
YFL034W,-0.378612102,0.602148774,0.106283994,-1.228705085,-0.066477456,0.668525316,0.773534493,1.541533111,-0.213512603,1.142453911,0.063461037,-0.864205592,-0.978294361,-0.92918895,-1.792249214,1.553304728
YFL036W,-0.902993756,-0.602197022,-0.683670534,-1.08314753,-0.65459875,0.993075066,1.113736015,1.266818392,0.766809532,1.130980176,0.512565111,0.930394061,0.663310871,-1.243819433,-1.605065178,-0.602197022
YFL037W,-1.090134207,-1.127352748,-1.130238117,-0.733682849,-1.141812032,-0.17717555,0.758028022,1.525767649,1.072259625,1.541160409,1.116073161,0.647523977,0.270143311,-0.43050612,-1.015891813,-0.084162718
YFL038C,-0.255506329,-0.38952598,-0.982467755,-1.972796234,-1.185170867,-0.203062363,0.163221315,0.373077747,-0.577729478,0.352096091,-0.576590919,0.743192648,1.154557983,0.623946589,0.495949328,2.236808222
YFL039C,0.741739167,0.096481775,-0.684452914,-1.289154301,-1.87348969,-0.912442495,-0.074094454,0.365490817,-0.488644413,0.576711621,0.98721442,-0.213384687,0.102030318,-0.145576041,0.344425871,2.467145006
YFL040W,0.901083294,0.858731878,-0.154779026,-1.792690264,-1.902639598,-0.064973294,0.815743623,0.963456797,0.772099083,0.495239408,-0.064973294,0.134213406,-0.916945477,-0.916945477,-0.580262017,1.45364096
YFL041W,-0.077395697,0.155385607,-0.470551771,-1.940658109,-1.842314377,-0.006376605,0.644873357,0.940297616,0.33386099,0.888501659,0.063614026,0.943516506,1.089314821,-1.008122025,-0.917423242,1.203477244
YFL042C,0.906727312,0.673696204,-0.067516208,-2.21672839,-2.31605071,-0.274700691,-0.206482591,0.015366629,-0.345600166,0.226806101,0.009124481,0.543663176,0.703727625,0.408542262,0.573634258,1.365790709
YFL044C,1.214752304,0.992818434,0.185292228,-0.912243444,-2.081459169,-0.871113432,-0.346666691,0.021414995,-0.653146794,0.085966121,-0.965458012,0.072637185,0.261349225,0.407670653,0.426628395,2.161558002
YFL045C,-0.736298564,-0.839282897,-1.339977413,-1.180811956,0.27417778,0.855949826,1.391122092,1.731731506,1.217418564,1.035261633,0.212699127,-0.098735123,-0.575470053,-0.926547279,-1.011463662,-0.009773582
YFL046W,-0.299167059,-0.124510825,-0.719080271,-1.37406323,-1.64451956,0.615832835,0.955523109,1.591595507,0.289233323,0.429127639,-1.37406323,-0.095934896,-0.105443664,0.081666817,-0.162845265,1.936648772
YFL047W,-0.521339289,0.042764178,0.174469007,-0.168759157,0.245161316,0.944820835,1.269679725,1.427887842,0.678660044,1.144743463,0.331697383,-0.366797586,-1.495311104,-1.791352747,-1.577471009,-0.338852902
YFL048C,-0.431281305,-0.466787282,-0.920739385,-1.695631779,-0.133885633,1.109208884,1.211469707,1.545585299,0.714860916,1.373222034,0.008306269,-0.33205615,-0.953426612,-0.792128374,-1.039448204,0.802731614
YFL049W,0.563105048,0.414512709,-0.530769117,-1.619954714,0.098124959,0.474290584,0.621756459,1.094052722,0.394484261,0.852038681,-0.912665936,-1.503914166,-1.165827814,-0.220814843,-0.576073669,2.017654835
YFL050C,-0.006484222,0.345477148,0.900671277,1.533873713,1.524747373,0.922137413,0.443810695,-0.145557955,-0.843069974,0.02073161,-1.351845195,-0.8092016,-1.613329079,-1.25586671,-0.501632087,0.835537592
YFL051C,-0.098750333,-0.40453052,-1.026950431,-2.773208729,0.200883999,0.712977116,0.28874435,0.850914642,0.391765112,0.664013659,0.28874435,1.466121964,1.017005252,-0.40453052,-0.509967018,-0.663232893
YFL052W,-0.458460179,-0.062469842,-0.942823843,-3.000908959,0.08107864,0.578013748,0.483191931,0.667497695,0.61113896,0.627446323,0.010923795,1.293609759,1.020705189,-0.524031184,-0.334912143,-0.04999989
YFL053W,-0.432556781,-1.087572551,-0.5971287,-0.875443359,-1.014106833,0.646952835,0.587701978,0.866512811,0.346753766,0.760011543,0.541974811,1.822747428,1.504710147,-0.909140239,-1.414899615,-0.746517241
YFL054C,0.031878062,0.066844733,-0.364862242,-2.932992882,-0.946007413,-0.252761017,-0.125910876,0.187544919,-0.195702383,0.286630046,0.323869011,1.84901052,1.066850894,0.305358035,0.096825063,0.60342553
YFL055W,0.559542805,1.444508837,1.408083368,0.47471582,-0.66362285,1.924869418,-0.62433259,-0.650477442,-0.894927437,-0.104521298,-0.770586665,-1.053099656,-0.637380809,-0.770586665,-0.784187967,1.142003133
YFL056C,-0.117016805,0.135759178,-0.215903176,0.011286304,-0.636712972,1.61680934,0.839370378,0.865188322,0.166305376,0.839370378,0.460057025,-1.679281536,-1.923172983,-1.104806136,-0.49167295,1.234420258
YFL057C,-0.092880198,-1.001080806,-0.545869533,0.236743081,-0.050205432,1.772364709,0.46772622,0.860227619,0.392162137,1.155681673,-0.268143523,-1.393562759,-1.109454505,-0.947944927,-1.109454505,1.633690751
YFL062W,0.504250563,0.130708782,-1.292638794,-2.723363267,-1.228699521,0.086255849,0.412420192,0.481629495,0.267522272,0.242473224,-0.090836581,0.050073622,0.732809922,0.191553841,0.614179396,1.621661005
YFL063W,-0.465130255,-0.465130255,-0.465130255,-0.465130255,2.015564437,-0.465130255,-0.465130255,-0.465130255,-0.465130255,-0.465130255,-0.465130255,-0.465130255,2.015564437,-0.465130255,-0.465130255,2.015564437
YFL067W,-0.461364334,-1.439663147,-0.264169623,-1.752936271,0.685044021,1.936109964,0.814903186,1.851593706,-0.461364334,0.091171356,0.091171356,-0.264169623,-0.905837824,0.091171356,0.252509836,-0.264169623
YFL067W,-0.461364334,-1.439663147,-0.264169623,-1.752936271,0.685044021,1.936109964,0.814903186,1.851593706,-0.461364334,0.091171356,0.091171356,-0.264169623,-0.905837824,0.091171356,0.252509836,-0.264169623
YFL068W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YFR001W,0.11131262,0.607069912,0.907421319,1.627141199,2.295985108,-0.195695318,-0.100854056,0.015150199,-0.663510907,-0.440637496,-1.012299218,-0.934953126,-1.500640952,-0.538097498,-0.69587258,0.518480795
YFR002W,-0.020766727,0.650287821,0.39085438,1.352026367,1.303759957,0.683493771,0.650287821,0.871257073,0.081795413,0.3668522,-0.638656436,-1.481571415,-1.945571001,-1.167064451,-1.162436388,0.065451616
YFR003C,0.596624375,0.339744943,-0.32976686,-2.341219429,-2.014248274,-0.385175048,-0.246947338,0.075280649,-0.144458357,0.343340193,-0.103949214,0.328921624,1.148716161,0.689863444,0.508965362,1.534307769
YFR004W,0.831431812,0.360126481,-0.809616989,-1.702681286,-1.186054261,-0.040169152,0.236872829,0.259200311,-0.793132577,0.144522649,-0.895371216,-0.58196612,0.309031671,0.707301764,0.654966852,2.505537232
YFR005C,-0.403753094,-0.050517848,-0.034419682,0.107738639,0.63243229,0.215055867,0.659736266,1.806743463,0.478984672,0.549433037,-0.034419682,-0.926614986,-2.531829988,-1.006952637,-0.65700936,1.195393043
YFR006W,0.749985655,0.414220106,-0.264239516,-1.509446475,-2.363608514,-0.579780622,-0.380716406,0.389441769,-0.057986269,0.319208091,-0.551162118,0.301449099,0.697535948,0.492463305,0.242518792,2.100117156
YFR007W,-0.559450168,-0.724381325,-1.025884099,-1.87002209,-1.304223187,0.259729702,0.856662356,0.799996901,0.581647559,0.941663086,0.59789779,1.25091884,1.544164043,-0.380195128,-0.887505119,-0.081019165
YFR008W,0.690992727,0.57275409,-0.139361204,-2.811648011,-1.402562482,-0.008315047,-0.031658252,0.203630833,0.409598338,0.094224541,-0.577219148,0.761183534,0.037755275,0.192893936,0.256663731,1.751067138
YFR009W,-0.488141026,-0.009565306,0.402127074,1.480947054,1.682782247,0.587556187,0.594680619,0.654390987,0.367156776,0.669948679,-0.351865911,-1.048674779,-1.822689007,-1.283668547,-1.283668547,-0.1513165
YFR010W,0.680690196,0.517547586,-0.264565322,-1.638863643,-2.541751218,0.048418294,0.446755842,0.67900804,0.05039627,0.628202232,-0.471523846,-0.292539811,0.155741056,0.020620557,0.070120928,1.911742838
YFR011C,-1.293407585,-1.151091856,-1.029227922,-0.883148,-0.942437446,0.729308486,0.899396136,1.058853654,1.033802269,1.348801464,0.86073355,1.078413281,0.472907825,-0.496578945,-1.096866902,-0.589458009
YFR012W,-0.16002936,0.941319687,0.123617344,-0.346910562,0.653957452,1.368593711,1.268367358,1.335625454,-0.220797546,0.473744039,-0.100690809,-0.16002936,-1.790513596,-1.571134609,-1.468208643,-0.346910562
YFR013W,-0.374363265,0.018983975,-0.0357407,-0.06348005,0.088672807,0.734894078,1.248787663,1.734133365,0.617146704,1.012543039,0.503863048,-0.741889812,-1.627984825,-1.393850839,-1.713460972,-0.008254215
YFR014C,0.966574648,0.662088315,0.201761297,-0.763745333,-2.423239971,-0.681843678,-0.722543784,-0.283966101,-0.523822848,0.053578039,-0.498197027,0.969319145,0.674096105,0.028229658,0.333718043,2.007993493
YFR015C,0.394089866,0.05840369,-0.544239216,-2.423666003,-1.554848542,-0.455121371,-0.513597316,-0.095322837,-0.128280427,0.088252869,0.299434493,1.1945197,1.666958839,0.595107201,0.492494119,0.925814935
YFR016C,0.118239821,0.114988485,-0.515943471,-1.640632186,-0.910518833,1.207442099,1.545544145,1.56572699,0.394172864,0.782613707,-0.740526611,-0.608922973,-0.161359187,-1.150942868,-0.961717235,0.961835254
YFR017C,0.687562365,0.205663446,-0.547322196,-2.558836653,-1.338117485,0.017141218,-0.434582397,-0.300482019,-0.541823927,-0.198624531,0.001917725,1.069577511,1.285577754,0.791027938,0.730620571,1.13070068
YFR018C,-0.310025679,-0.325973027,-1.595225303,-2.380739449,-0.652566297,0.643781632,0.545723921,0.762579628,-0.012866498,0.89996648,-0.012866498,0.866126549,0.444813277,-0.498001995,-0.064362328,1.689635587
YFR019W,0.962434841,0.765146091,0.040071773,-2.04951415,-2.57934982,0.127095614,0.19392922,0.65914218,0.246265571,0.793692683,0.158484189,-0.2385983,-0.002118149,-0.137615445,-0.098225063,1.159158764
YFR020W,-0.453795216,-0.11593228,-1.150301972,-0.807112259,-0.903851868,0.726862307,1.113490167,1.509778779,0.853008139,1.478544053,0.656847337,0.49089415,-1.063185711,-1.276338345,-1.248914835,0.190007554
YFR021W,0.656064694,1.075066921,0.513262233,-1.691379946,-1.842233413,0.346973559,-0.299917273,0.476838909,-0.805889882,0.961641512,0.656064694,0.075373293,-0.545764643,-0.129229466,-1.134147422,1.687276232
YFR022W,0.846462049,0.143827178,-1.264229365,-2.43428063,-0.581565597,0.062490803,0.095236459,0.598080675,-0.227980713,0.496883718,0.078899223,0.912645792,0.925744099,-0.928785173,-0.447404379,1.723975861
YFR023W,1.553478353,1.277851607,1.022277406,-0.075623925,0.065334503,-0.422441736,-0.075623925,0.671230781,-0.910790467,0.54797187,-1.330228441,-1.145748113,-1.522450345,-0.633087154,-0.474202058,1.452051643
YFR024C-A,0.583982167,0.567550615,-0.325801702,-1.872155596,-2.589861893,-0.492410251,0.080285234,0.296449576,-0.004906631,0.590528587,0.145903766,0.51265051,0.312700552,0.21937317,0.298259782,1.677452113
YFR025C,-1.226082155,-0.852340822,-0.967946817,-0.852340822,-0.505055994,0.848717817,1.362682096,1.359441337,0.829756304,1.372385437,0.641994576,0.543975678,-0.603138273,-0.974488936,-1.31195207,0.334392645
YFR026C,-0.64926102,0.155675153,-0.739047884,-2.749941295,-0.562927701,1.0139284,1.308405672,0.523527619,0.361200234,0.416623893,-0.104848284,0.361200234,0.65037309,-0.210905857,-0.93017123,1.156168976
YFR027W,-0.539682643,-0.010389584,-0.829701574,-2.189703188,-0.439775792,1.12486642,1.336287328,1.577355787,0.474151808,0.864402607,0.549294164,-0.106875831,-0.539682643,-1.052891573,-0.735048201,0.517392917
YFR028C,-1.490939449,-0.689410543,-0.472596701,-0.124147733,0.761239178,-0.022017542,0.963384784,1.599134106,0.901844235,1.484403345,0.86833152,-0.932673683,-1.245987584,-0.329746569,-1.301884483,0.031067121
YFR029W,-0.006688332,0.663228438,1.238289563,0.252489595,0.797641231,1.227133297,0.397156458,0.588508214,-0.595699073,0.198928499,0.158413641,-0.833868058,-2.335058156,-1.343465197,-1.16831689,0.76130677
YFR030W,-0.529700616,0.022848012,0.22138722,1.269117428,1.150456645,1.117348106,0.796059052,0.744416797,0.504947578,0.676182223,0.318051663,-0.952519189,-1.580801205,-1.515111438,-1.488348685,-0.754333591
YFR031C,-0.205227609,-0.156788162,-0.048031576,-0.210111317,-0.904586373,0.770383633,1.491650061,1.933399594,0.939653782,1.084180998,-0.254396581,-0.64885256,-1.11690079,-1.175491953,-1.528968627,0.03008748
YFR031C-A,-0.412749535,-0.065082324,0.157862118,0.939768309,1.614154929,0.874165493,0.845778873,0.817170063,0.186889858,0.350205158,-0.160251494,-1.56021037,-2.328436043,-0.727435479,-0.742800721,0.210971162
YFR032C,0.727133555,0.59548949,0.893109715,1.382195595,1.084196615,0.146895345,0.777207823,0.146895345,-1.354594802,-1.354594802,-1.354594802,-1.354594802,-1.354594802,0.146895345,0.502164908,0.370790275
YFR032C-A,-0.173845958,-0.138164011,-0.040673068,0.625724275,1.661260423,0.760882516,0.719540166,0.798605326,0.199546567,0.314031351,-0.482090328,-1.565696719,-2.497921226,-0.6146267,-0.297926135,0.731353521
YFR033C,-0.955199015,-1.327749536,-1.609955629,-1.828052675,-0.968454914,0.87037113,0.437818701,0.574678901,0.418622232,0.908418251,0.853014276,0.93943651,0.98586346,0.725023379,-0.192247928,0.16841286
YFR034C,-0.808610487,-0.582194674,0.152248783,1.160861923,0.900223602,0.967332811,0.708331718,0.703838565,-0.212383355,1.073563506,0.708331718,-1.184203223,-1.881120632,-1.240360203,-1.12898333,0.66312328
YFR035C,-0.637446164,-0.333098016,-0.730923944,0.159361468,-0.298578672,-0.333098016,0.017069106,0.878627944,-0.315806024,1.535423495,1.604206396,0.372325562,-1.601429641,-0.826337138,-1.2290633,1.738766944
YFR036W,-0.581742216,-0.082005701,1.267952871,1.855773399,1.342231046,-0.15208449,-0.297113035,0.075677613,-1.309985057,0.225824146,0.655804669,-1.111499811,-1.63340736,-0.608943226,-0.581742216,0.93525937
YFR037C,-1.466636887,-0.902832412,-0.887288309,-0.27324864,0.284567582,0.643317576,0.769727618,1.50809905,0.075126386,1.195498075,0.369368535,-0.914518177,-0.814023306,-0.393049453,-1.056635208,1.862527569
YFR038W,0.129753038,0.705277109,0.262593212,-0.670418435,-0.1103529,1.039157225,1.39388354,1.624576441,0.274986599,0.31190661,-0.428011609,-0.760618295,-1.796392651,-1.632945756,-1.010151351,0.666757224
YFR039C,0.093624039,0.790048785,-0.057807738,-0.811266012,-0.091993927,-0.152300811,0.39319827,1.399551177,0.093624039,0.906971841,-0.363878603,-1.068562318,-2.093366782,-0.630096174,-0.509268911,2.101523124
YFR040W,0.040389806,-0.437231713,-1.45717177,-1.010796723,-0.256178914,1.843290713,1.217430481,1.402570564,0.55999932,1.264934914,-0.452149161,-0.334147074,-0.722968267,-1.054891481,-0.89414605,0.291065355
YFR041C,-0.224673322,-0.104375496,-1.225098597,-1.656182173,-0.305949302,1.146477174,1.499998192,1.642286242,0.817127752,0.67715821,0.342917017,-0.163831404,-0.770401346,-0.702994803,-1.354698117,0.382239973
YFR042W,-0.459109788,-0.277736319,-0.893722963,-2.331818345,-0.968623862,0.784292314,1.254484584,1.503268788,0.615146169,0.898777046,0.487297234,0.672745903,0.152426746,-0.640482661,-0.878995494,0.082050646
YFR043C,0.434399675,0.528054942,-0.824296647,-2.056420856,-1.042791792,0.418644129,0.665793928,1.522764229,-0.356033438,0.975145078,-0.982390982,0.323212175,0.160627475,-0.320137819,-0.982390982,1.535820884
YFR044C,0.409145239,0.081731647,-0.328789791,-0.946121739,-2.667865649,-1.196799837,-0.589070165,-0.09090538,0.076843695,0.685268378,0.556803966,1.212905506,0.96004862,0.443902864,0.161630559,1.231272086
YFR045W,-0.270662007,-0.25245385,-1.020001439,-2.337927316,-1.848772923,0.186327213,0.628961744,0.893931722,0.484776997,0.677064112,0.583420162,1.061495576,1.043610173,-0.090640423,-0.32638819,0.58725845
YFR046C,-0.893866879,0.021914833,-0.275179966,-1.783864081,-0.793454178,1.105321538,1.567397944,1.400434506,0.687658455,0.719282951,0.580031859,0.123728892,-0.632517146,-1.122348209,-1.195907708,0.49136719
YFR047C,0.331235694,-0.004835147,-0.861526736,-1.52145813,-2.240311941,0.171008309,0.531150531,0.748846487,0.061798202,0.615767285,-0.396940749,0.512587501,0.517237342,-0.534742949,-0.069998506,2.140182807
YFR048W,-0.32173217,-0.132225188,-0.257614163,0.815565187,1.220076692,0.725767437,0.400985842,1.317622864,0.529685635,0.893814201,0.357199809,-0.560963465,-1.593634186,-1.306780207,-2.113176682,0.025408395
YFR049W,-0.058427242,-0.211630955,-0.863925305,-2.743663153,-1.702650311,0.857151149,0.297024302,0.40379102,0.392086871,0.755263108,0.394694286,1.016806263,0.479957472,0.118110656,0.07205636,0.793355479
YFR050C,0.440295197,0.239579653,-0.877351503,-2.201041876,-1.698480946,0.069036347,0.333011887,0.45785888,-0.38068022,0.355289701,-0.239566915,-0.292652568,0.358064437,0.769615595,0.548314656,2.118707676
YFR051C,-0.378706501,-0.198590262,-0.64481844,-1.012932938,-0.383677,0.456851338,0.951395859,1.518227919,0.614640313,1.608187682,1.153160063,-0.227308217,-1.140755215,-1.170324286,-1.606318108,0.460967792
YFR052W,0.500543064,0.411139413,-0.883585627,-2.045146289,-1.861007909,-0.096059788,0.28719772,0.523338134,-0.301945601,0.305107589,-0.241225718,-0.10907068,0.296161293,0.655044493,0.346630485,2.21287942
