Gene name,microarray1,microarray2,microarray3,microarray4,microarray5,microarray6,microarray7,microarray8,microarray9,microarray10,microarray11,microarray12,microarray13,microarray14,microarray15,microarray16,microarray17,microarray18,microarray19,microarray20,microarray21,microarray22,microarray23,microarray24,microarray25,microarray26,microarray27,microarray28,microarray29,microarray30,microarray31,microarray32,microarray33,microarray34,microarray35,microarray36
YBR010W,0.811009319,1.243024049,0.648644734,-0.281645238,-1.254898812,-0.716275343,-1.170297884,-1.321262854,-1.158022511,-0.049629742,0.848627497,1.019770378,0.418790468,1.180177185,0.116023225,-0.628783077,-1.167796552,-0.677838614,-0.12103714,-2.049156913,-0.906814961,1.121859122,0.850932024,1.24330692,0.324919886,1.624405416,0.394843332,0.034931431,-0.631249179,-0.31801403,-0.926521765,-1.433549679,-0.791376434,1.402852229,1.273029781,1.047023738
YBR010W,0.667083002,0.931764699,-0.13029704,-0.639121805,-0.806288941,-0.873563226,-1.053949322,-1.216905735,-1.11568435,0.000649038,1.213845738,1.29288512,0.96036244,1.083820163,0.062997032,-0.257553791,-0.701029438,-0.792030623,-0.999912378,-1.419807659,-0.814729226,1.525209208,1.419118903,1.447074337,0.725806685,0.802614399,0.269331483,-1.015038078,-0.888131086,-0.764316232,-0.742266439,-1.273730051,-0.773977064,1.406421016,1.337267114,1.132082106
YBR011C,0.004514963,1.136185678,-0.010700433,-0.594677903,-0.530440283,0.416918282,0.34778341,-1.988341499,-0.171741475,-0.311121744,-0.149458529,0.156515948,0.12641519,0.509521029,-1.54832022,-0.87015152,-2.194892316,-0.253767003,1.073622885,-2.390019,1.342005269,0.829137414,-0.684359003,1.848120737,-1.05157442,0.802385546,-0.176330108,1.123309004,0.005775555,0.587064509,0.856025816,0.522238573,-0.079017497,1.374592261,-0.666265268,0.609046154
YBR012C,-0.477314431,0.353338529,-1.31933941,-0.357966784,-0.321489102,0.080782636,-0.420591052,-1.07896022,-1.221874243,0.927491922,-0.16323765,1.093938367,-0.301358906,0.714230297,-0.568612947,-0.582587892,0.459031544,0.205347856,-0.527640116,-3.813233633,1.16018226,1.23293563,0.591843777,0.9285219,0.315060938,0.146941702,-0.134613732,0.606520656,0.568479013,1.261066453,0.559366271,-1.757375967,0.131599068,1.159730228,0.304487579,0.245299458
YBR013C,-0.695802127,0.848528534,-1.265934684,0.291220443,-1.746631008,-0.92278621,1.052227396,-0.323471841,-1.289082983,1.315366067,-0.016386123,-0.328267707,0.206530342,0.169670454,-0.36073901,0.911158325,0.093311663,-0.391918831,-0.349855273,-1.278510087,2.116112856,1.798830282,1.418600207,-0.081893473,-0.014959004,-0.596028894,0.297556888,0.098907787,-0.47299436,1.332916626,0.257782077,-2.72387093,-0.568391391,0.404718753,0.56852846,0.245556776
YBR014C,-0.375971634,0.350503109,-1.746248552,0.011972892,-0.12106522,0.081232758,-0.398970271,-2.535095134,0.617242163,0.70571362,-0.932487007,0.907729454,0.152732798,0.806360572,-0.307441047,-0.722341969,-0.28236158,0.203048799,-0.566021503,-1.865755117,1.833340095,1.063413962,0.072583537,0.239840852,-0.85306519,-2.466457756,0.024450627,1.638634918,0.540956797,0.606111101,0.450965572,0.194633621,0.672365472,1.219207782,0.612108483,0.168132997
YBR015C,-1.818269539,-0.19521911,-0.367897071,0.029337493,0.203347864,0.315401314,-0.066978744,-1.287624843,1.594287759,1.194333345,-1.436329053,0.340936112,-0.0787903,-0.215829991,-0.378468455,-0.757416107,-1.478789775,-0.287036753,-0.436936329,-0.317537877,1.726087495,1.547565611,0.512845895,1.344322491,-1.335425234,-1.912796305,-0.69412739,-0.300694466,-0.428626316,-0.107672577,0.118493894,1.996032715,0.776785672,1.076629281,0.870596631,0.255462665
YBR016W,-0.766241029,0.964975174,1.16612602,1.139248427,0.530776695,0.666730608,0.396508942,-0.562994809,-1.374450667,-0.495131422,-2.56484281,-1.369260985,0.410051086,0.920339711,1.268415604,0.602068302,0.265168952,0.353858027,0.216752061,-1.567010262,1.498076186,-0.659564503,-1.141682803,0.150542021,-1.059442772,1.104668462,0.688546302,0.983749667,0.48942726,0.603235232,0.734224813,-0.981171596,0.335232736,-1.525828536,-0.765109567,-0.655990525
YBR017C,-1.592293395,-0.552612264,-0.739791011,0.082414757,0.413168555,0.442919959,0.377365028,-0.270325313,2.999967897,0.902144698,-1.641612221,-0.043215963,-0.264671671,-0.743900421,-0.089538287,-0.886744629,-1.060871124,-0.066585393,0.113282199,0.126568914,1.61650049,0.403375308,-0.076977076,0.781384992,-1.750116945,-1.285078549,-0.437425502,-0.426332031,0.05591816,0.222570776,-0.1257153,2.67162956,0.169814088,0.416578991,0.044416254,0.213786469
YBR018C,-0.883803042,0.633991511,0.738684763,1.36461335,1.510553268,1.29716275,0.716202889,0.346540371,1.056199945,0.288410756,-1.858200919,-1.957404162,1.02011733,0.135491149,1.323282716,-1.028515824,0.258706977,-0.004415945,1.326378155,-1.602876556,-0.119343601,-0.826216867,0.11914712,-0.735156023,-0.790586547,0.309655926,0.704524142,0.604750497,-0.139659879,1.072029647,0.439103267,-1.270617188,-0.755948898,-1.298088328,-1.063535468,-0.931177283
YBR019C,0.110484636,-0.170253292,0.0298624,0.189353972,0.196148177,1.006223862,-0.948908922,0.643374745,0.141953871,-0.53324056,-0.822074647,-0.938514313,-0.15665042,0.196705315,0.212112387,-0.461532071,1.475650271,1.157451105,1.458817942,-2.512530027,-0.515800776,-0.693869938,-0.064878903,-0.890744207,-0.201979941,0.433559842,0.696229025,1.242648699,1.990840873,2.050748468,0.319745522,-2.058093842,-1.176607001,-0.335292413,-0.669805966,-0.401133871
YBR020W,-0.505525861,0.341110836,2.001502122,-0.021591445,1.088579282,0.92628517,-0.647590773,0.150590587,0.646040518,-0.969748562,-0.396976844,-0.994576999,-0.442363172,1.108582328,1.425429602,0.34045596,-0.589469732,0.860027545,1.114877963,-2.861876914,-0.556220737,-1.262534585,-0.020714594,-0.617863426,-0.821409806,0.638876369,1.107767942,-0.609001532,1.112553264,0.931687264,0.100506601,-1.990167024,0.192532003,-0.670811834,-0.015518422,-0.093443092
YBR021W,-0.888989506,-1.499891898,-0.899029508,-0.477396754,-0.68582573,-0.669000357,-0.530244823,0.493174386,2.689376668,1.014012938,0.515053159,1.003704942,-0.718180097,-1.203923713,-0.524233368,-0.614119255,-0.752857879,-0.522209105,-0.083212661,1.896469711,0.185916726,0.712684825,0.717496605,0.204278048,-1.004801653,-1.053973592,-0.611502356,-0.643122809,-0.691837534,-0.561072184,-0.411006474,2.160428319,1.186627224,0.805233769,0.981645963,0.48032797
YBR022W,0.2496386,-1.208807155,-0.325198505,-1.02776619,-0.9275337,-1.326655838,-1.459422807,0.185297569,0.428395,1.153076272,1.061330335,2.233545816,-0.097430402,-0.249661678,-0.288059964,-0.512994974,-1.294582982,-0.023842019,-0.21620719,-0.79933776,-0.094315315,1.427631764,0.807351664,-0.132224978,-0.177486975,-1.411007799,-0.566880129,-0.492180913,-0.045486234,0.264548274,-0.928906439,-0.595129858,1.304857678,1.864579555,1.896465945,1.324401331
YBR023C,-1.694643999,-1.265202645,0.449988241,-0.262908037,-0.024510783,-0.16252975,-0.232010275,0.197593598,2.526598829,0.377112548,-0.368828176,0.665671608,-1.221498966,-1.258164512,0.104390753,0.101753306,-1.137519004,0.443593468,0.099869683,0.294366322,0.676870434,0.202998409,0.204727014,0.218921713,-2.486433431,-1.717113901,0.092193608,-0.101453598,0.215572832,0.184356665,-0.390696576,1.895763551,2.048891618,0.461149676,0.429622316,0.431507459
YBR024W,0.867734726,1.791051533,1.106626174,0.506764868,0.222477329,0.164528541,0.164471177,0.12841616,-3.680593037,-0.210419092,-0.24648675,0.213606414,0.810752515,0.898851901,0.668267518,0.454359895,-0.855835827,0.442968991,0.099785408,-1.327147401,-1.378905634,0.452163979,-0.611832854,0.023238621,0.0500684,-0.318942099,0.779660517,-0.133726689,0.169024826,-0.079661311,-0.132696577,-2.598225332,0.394082912,0.47873109,-0.035803354,0.722642462
YBR025C,-0.961359064,-1.725777744,-0.832168288,-0.113714978,-0.165326253,0.198309775,0.3581451,0.738145382,1.87107773,1.074029168,-0.58548424,0.452699849,-1.025394338,-2.031724644,-0.925637843,-0.137775095,-0.171887527,0.697040828,0.619893195,0.979729558,0.776270842,0.812711641,-0.140714391,0.118542768,-1.611091516,-2.86284443,-0.637732063,0.140731326,0.245637955,0.310601403,0.56061824,1.077705146,1.124728005,0.804591046,0.545140409,0.422283045
YBR026C,-0.505630378,0.965447188,1.176670212,0.966578053,0.654938649,0.738870145,-0.060876991,0.529490234,-1.623764496,-1.246601525,-1.239838213,-0.862015775,-0.463872471,0.978728549,1.095967805,0.808978421,0.583091645,1.13574123,0.796802725,-0.042889295,-2.341933844,-0.972153401,-1.150882584,-1.070518363,-0.739200781,0.552301419,1.043644638,1.398250948,0.960738261,0.982010121,0.620567156,-0.244747213,-1.375118228,-0.834694441,-0.694256621,-0.519822779
YBR027C,-0.478568298,1.137633255,1.740843108,0.731474257,1.295680293,0.751232144,0.13441988,1.463222594,-0.107270632,-0.227987238,0.354652581,-1.636374446,-1.694121065,0.085818872,0.320866955,1.566179113,-0.002641265,0.901455574,0.82967908,-0.884910616,-0.568825531,-1.608042381,-0.93904691,-1.179881895,-0.954870016,0.61535727,1.005187899,0.960553404,0.376398119,0.340805835,0.752042584,-1.16013643,-0.609978814,-1.017570625,-1.541241715,-0.75203494
YBR028C,0.070315539,-0.469514039,-0.658867032,-0.993611393,-0.799723415,-0.547224188,-0.682074791,-0.090925233,0.923423828,0.578778551,1.151649553,1.184766522,-0.195151295,-0.606851128,-0.797185034,-0.716683274,-1.55141221,-0.38415674,-0.755652704,0.797937525,0.133847319,1.348339955,1.194076284,1.625018295,0.079382495,-1.817716264,-0.870110994,-1.133107256,-0.978787791,-1.019318791,-0.369171832,1.765972379,0.325454965,1.550613253,1.462259987,1.245408953
YBR029C,0.329701089,0.425195131,1.212847578,0.180990827,-0.846851525,-0.930847345,-1.635681431,-1.036923784,0.358576996,-1.047606564,0.896972534,1.442212199,-0.359483105,0.202518715,0.6697481,-0.358933215,-1.65487297,-0.453440736,-1.136814556,0.194846153,-1.483545285,0.245330312,1.335816714,1.954557628,0.025507721,-0.419681741,0.104356901,0.734276297,-0.740053532,-0.886697971,-1.091058853,0.227429269,-0.846733341,0.935183022,1.819693634,1.633465135
YBR030W,-0.845495836,-0.775437075,-0.465897749,-0.334655422,-2.298512633,-0.321792773,-0.109196353,0.662303148,2.365207363,-0.107222186,0.457225897,0.335322466,-0.638744198,-0.977481142,-0.087783332,-0.376912354,-1.420275357,-0.37514464,-0.110525143,2.561054342,-0.195934053,0.42912946,0.766448606,1.335291939,-0.531081662,-1.103810882,-0.220271205,-0.996207909,-0.387123161,-0.165500768,0.656862158,2.178621407,-0.268903644,0.135001674,0.685285358,0.546155662
YBR031W,-0.207796916,0.142979907,-0.054913105,-0.227971187,-4.282018353,-0.340635046,-1.162320922,-0.074787033,1.31158634,0.283072717,0.717017547,0.824636386,-0.360471691,-0.308043756,0.093506466,-1.15186512,-1.121476149,0.486120383,0.278644748,0.843867716,0.165762225,0.438727353,0.018432563,0.842863239,-1.158591736,-0.829968361,-0.419847694,1.25015591,0.158885981,0.164909303,-0.304426828,0.628147393,0.5066156,0.997936569,1.042992528,0.808273025
YBR031W,-0.260976246,-1.436355152,-1.045476214,-0.690670468,-1.474013625,-0.17459505,-0.17135976,0.567797949,1.7039016,1.369905539,1.023996509,0.456073387,-0.247091287,-1.557714641,-0.769888793,-0.635330619,-1.245977098,-0.365513333,0.269695851,1.367459122,1.187437908,0.917452098,0.33953851,1.084858385,-0.7440236,-2.294183478,-0.458700101,-0.872119531,-0.561195715,-0.180117162,0.101282639,1.043679092,1.373387661,0.957617009,0.673229555,0.747989058
YBR032W,0.228517776,-0.380302451,-0.404053519,0.982297035,0.0656673,0.452709104,0.027191499,0.071164755,0.285245718,0.150005158,0.754699046,-1.079302764,-0.666600086,1.028096864,1.142508814,1.502054727,0.14092106,-0.427150049,0.077914712,-0.638179396,0.097324084,-1.338605516,-0.043304366,-0.346333506,0.680698314,2.016214551,2.534903464,0.063965094,-0.996915836,0.406871347,0.398434162,-1.502755113,-0.594975897,-1.812894029,-2.362372489,-0.513659566
YBR033W,1.003658318,-0.253704352,-0.735645887,-0.532398833,-0.866907857,-0.811562228,-0.597659579,-0.529543685,-1.424481914,0.708895836,0.913919426,0.968635274,1.186938945,-0.473300304,-0.605342372,-0.632152301,-0.704866528,-0.716832931,-0.692181535,-1.047005263,2.069749902,1.26967387,1.106066672,1.456162164,0.748034081,-0.117873548,-0.644033923,-0.957439055,-0.776220551,-0.638772181,-0.554857883,-1.858234735,1.459689948,0.873683383,1.027614241,1.378295385
YBR034C,-0.985309471,-1.077949389,-0.502117363,-0.667027575,-0.68458624,-0.517856575,-0.188042997,1.001232361,2.210048226,-0.187418174,0.032485228,0.241450919,-0.55015882,-0.740134754,-0.482234698,-0.431929365,-0.300400733,-0.341458698,0.229256041,3.230163577,0.105874748,-0.338672972,0.27950636,0.565107176,-0.403410973,-0.317539406,-0.435236046,-0.880666116,-0.764816428,-0.398938606,0.412852669,3.209314382,-0.297271007,-0.52375434,0.254747947,0.244891115
YBR035C,0.552530115,0.181740889,0.861630237,-0.029475154,-0.271001198,-0.116566928,0.039729255,0.211602889,-4.043934857,0.572521559,-0.91882715,-0.884132394,-0.932975203,0.668510791,0.385878959,0.411985259,1.407597417,0.587905931,-0.033495169,-0.92967841,-0.032714346,0.509388085,-0.713967642,0.39590996,0.141860509,1.969507607,0.852947491,-0.003854353,0.10753005,0.791359726,0.611681857,-1.351088073,0.558163115,0.311741713,-1.160014799,-0.709997736
YBR036C,0.575285672,1.332364214,1.161341444,0.734513542,0.136076391,-0.364345681,-1.140081405,-0.439937533,-2.163571778,-0.129182497,0.285476675,0.14547487,0.745264259,1.429651869,0.519360239,0.075154237,0.22397489,-0.871277614,-1.424532979,-2.347270364,0.324983925,0.266673156,-0.159636812,1.228240936,0.763596629,0.84412159,0.943888239,0.783317809,-0.394734491,-0.673424129,-0.943235521,-2.522039424,0.232786519,0.53868591,-0.398218965,0.681256178
YBR037C,1.18264023,0.996869872,-0.223543355,-0.501490166,-0.8610169,-0.693399354,-0.621173143,-0.590636798,-2.026686913,0.532273039,1.130218358,0.662104118,1.360845793,0.817216114,-0.246347801,-0.3249074,-0.58570996,-0.858947268,-0.80732943,-1.652502706,0.031881228,1.096158217,1.114860298,1.272004951,1.398664872,0.796075495,-0.270972046,-0.86355717,-0.975006897,-0.868174731,-0.592722478,-2.157913457,0.62881966,0.985473963,0.671359439,1.044572326
YBR038W,1.178350956,1.334267546,1.200353501,0.915483097,0.497661052,-0.211884256,-0.89241363,-0.912971287,-1.445249704,-1.318611641,-0.784748352,0.299175603,1.151393648,1.224137637,1.074939181,0.906562311,0.428951353,-0.408751365,-0.888454867,-0.958725838,-1.313855452,-1.18429963,-0.479578627,0.992874523,1.179730907,1.246632749,1.102100364,0.746807482,0.224083936,-0.612179544,-1.107456842,-1.037556142,-1.446551911,-1.215781676,-0.351119762,0.866684677
YBR039W,1.414207113,0.416993542,0.545771151,-0.248617578,-1.406375666,-0.678348187,-0.811344345,-0.742127349,-2.747091776,0.573773983,1.202781971,0.896468431,0.967261491,0.458438935,-0.078063149,-0.178496884,-0.698341013,-0.765058785,-0.543158153,-1.150199186,0.40990569,0.850345395,0.753753796,1.535651747,1.128353708,0.67436956,0.062565027,-0.129194491,-0.842034169,-1.028081185,-1.273331558,-1.768448833,0.493031219,0.834622549,0.777433239,1.092583759
YBR040W,-0.778484229,-0.582057649,-0.992006759,-1.324910558,-2.24560949,0.129497351,-0.141065488,0.225158513,-0.001142319,-1.53823973,1.0148104,0.245313302,-0.848330791,-0.220051135,-0.698619497,-0.195736043,1.679518781,0.739308623,0.727288109,0.134493551,-1.812024281,-1.028622219,0.494963577,0.55847096,-0.613368467,0.242442202,0.181838091,0.870530562,1.48979407,2.01464242,1.192854481,1.263729546,-1.226501264,0.070587053,0.727468676,0.24405965
YBR041W,0.640155419,0.915062269,0.192493297,-0.291690045,-1.035687087,-0.294260713,-1.637953886,-0.761624315,-0.955062262,0.949110731,0.607370422,0.384881787,0.853646609,0.400157249,-0.022938142,-0.073112705,-0.214251963,-0.742346171,-0.795725451,-2.822234602,1.618407935,1.3929019,0.701973525,1.389594637,-0.112797201,0.213657961,0.37902144,-0.528897137,-0.766882961,-0.73233507,-0.64026947,-1.970095671,1.120044029,1.333578143,0.54769545,0.758412048
YBR042C,-0.873133133,-0.786483571,-1.548332102,-1.008262588,-1.88366678,-1.362658275,-0.766915535,-0.120573525,-0.095124538,1.634505271,0.312092998,1.32515393,-0.578719183,-0.396303505,-0.414323172,-0.804714149,-0.739437001,-0.206340756,-0.745221385,1.168743909,-0.251202802,1.040681274,0.439687317,1.062478522,-1.401067904,0.08041309,0.1742454,0.041086323,0.245528199,0.387694839,0.120113484,2.895775009,0.386705715,1.227824801,0.903707212,0.53604261
YBR043C,-0.128856416,0.722966537,0.931148067,0.776389206,0.901374968,0.922953846,1.00412807,0.737469341,-0.911295785,-1.625844773,-1.780811235,-1.232555006,0.492479754,0.862055199,0.818370597,0.75553141,0.493080427,0.611897647,0.698659821,-0.324447232,-1.212861435,-1.49391053,-1.123416723,-0.879806601,0.33791127,0.917620686,1.01882335,0.683289618,0.690801604,0.857402992,1.048570417,-0.110791444,-1.618957052,-1.543951599,-1.216745168,-1.078673824
YBR044C,1.403428723,0.467267735,-0.229987576,-0.54076904,-0.711745172,-0.702682259,-0.488619177,-1.004709939,-2.098176368,0.594345465,0.714414173,0.894850041,1.868174355,0.409399945,-0.166987015,-0.594508325,-1.188604973,-0.857116547,-0.890752948,-1.641360639,1.05470354,0.933660615,0.792990293,1.825916483,1.043260439,0.167270988,-0.558768466,-0.495765799,-0.925572369,-0.823915119,-0.570302844,-1.190786254,0.759912211,0.723699498,0.55555144,1.472284887
YBR045C,-0.939918625,1.125365114,0.905298762,0.745491186,0.90043742,1.040737311,0.905288093,0.078603936,-0.829115898,-1.119485215,-1.677545187,-1.348711319,-0.37397693,1.025645673,0.905457309,0.724634048,1.02785364,0.986584165,0.835728091,-1.213039793,-0.539405409,-1.200640582,-1.444842744,-0.759462319,-0.258168811,0.828819722,0.940987825,0.92373306,1.01200312,1.05839986,0.883942707,-0.730822553,-0.947348762,-1.179203743,-1.445095217,-0.848227936
YBR046C,-0.471470152,0.565321712,0.663273418,0.985478665,1.077487708,1.256173711,1.156684668,0.64408842,-1.492276317,-0.97700746,-1.656749734,-1.523346619,-0.068163996,0.453287493,0.731185918,0.870288106,0.940449715,1.098528512,1.125798343,-0.477126671,-0.669312312,-0.950646123,-1.263594925,-1.142267282,-0.604167001,0.002923968,0.756844275,0.822192784,0.947771009,1.122607448,1.159888994,-0.457621392,-0.748608142,-1.096791938,-1.457908572,-1.32321623
YBR047W,-0.642400995,-0.154603455,-0.04077357,0.669342888,0.917753006,1.245400381,1.474721623,0.655557188,-1.303899911,-0.749013969,-1.694649249,-0.958405329,-0.34565503,0.084814449,0.475263894,0.758969839,1.213502965,1.340108508,1.343256465,-0.391166711,-0.725974236,-0.885148859,-1.265421097,-0.944903299,-0.588934736,-0.80637781,0.722437502,0.733104748,1.279044475,1.600692188,1.558541142,-0.497182592,-1.030031887,-0.911400417,-1.080979161,-1.055588947
YBR048W,-1.618110891,-1.080732593,-0.567748763,-0.104966358,-0.036056293,0.078764431,0.032549303,-0.311106253,1.925355526,1.01123722,-0.429457094,0.477199314,-0.041344247,-1.097161376,-0.399983145,-0.606262895,-1.107854235,0.090692255,0.076343945,0.28571682,1.776589099,0.779442541,0.498862764,0.776424547,-1.381814849,-3.139568436,-0.840880889,0.030388753,-0.24643196,0.212587978,0.506971194,1.616601503,1.254922708,0.691144662,0.623544313,0.264141399
YBR049C,-0.661087654,1.876161224,1.177077831,0.252255354,-0.433077876,-0.150411902,0.013929252,-1.060946833,-1.028937433,-0.423313803,-2.07232927,0.370869664,0.981447999,1.905929832,1.623034627,-0.503229348,-0.949474074,-0.59735152,-0.744617126,-2.124511217,1.436814263,0.109210965,0.810586156,1.631931042,-0.577691269,0.401820192,-0.449812501,0.024159362,-0.572484592,-0.540441325,-0.235491271,-0.822514288,0.686011787,-0.469311443,0.653693846,0.462101348
YBR050C,-0.126798933,1.337070297,0.489498349,0.805868114,0.795115801,0.774033714,0.568977856,-1.038306099,-1.869921562,-0.11867365,-2.377171275,-0.874678889,1.426484681,1.656951221,0.924269276,-0.350244659,-0.389429629,0.326711982,-0.316994167,-2.391152707,1.160506021,-0.134980567,-0.669315304,0.159909971,-0.554891502,1.40849239,0.5208206,0.487997359,0.474400702,0.102705402,0.06969533,-1.112468484,0.679436822,-0.809098901,-0.785786314,-0.249033248
YBR051W,-0.413844196,1.691624519,0.511285467,0.64087237,2.127274569,0.83610269,0.060538531,-0.489285617,-0.331665478,0.061441923,-1.906700068,-1.491130795,1.527005429,2.317778946,1.164572201,-0.348411149,-0.20923093,-0.395431041,-0.232002869,-1.835325195,1.13168076,-0.384312361,-0.384735546,-0.876219456,0.357968789,0.405939644,0.307221738,0.190559887,0.032092279,0.052722084,-0.416926357,-1.421442804,-0.062599175,-0.221791041,-1.140392081,-0.855235671
YBR052C,0.406030105,0.931521413,0.448368415,0.465999854,0.875082545,0.105122773,-1.528280332,-0.752923682,-2.941702381,0.80742268,-1.342014275,-0.187760546,1.024648448,1.506931649,0.800471073,-0.466088373,-0.180470847,-0.343355879,-0.466428131,-2.23829703,1.225303199,0.317137014,-0.49824187,-0.009219857,0.479236581,0.85656495,0.821873328,0.47309628,0.471581933,0.351364984,-0.781860929,-1.818640118,0.989190033,0.412296041,-0.212832642,-0.001126404
YBR053C,-0.030669228,0.292652848,1.322214293,0.966786036,0.703278884,0.720135329,-0.118963241,0.487514415,-3.105385543,-0.858881305,-0.624526019,-0.503252138,-0.123400483,0.958377101,1.093902188,1.036277538,0.408433155,0.868618606,0.632470933,-0.985815642,-1.92606913,-0.486622967,-0.890746442,-0.916382729,-0.122257407,0.429424477,1.241249238,1.034654063,0.972703267,0.793573445,0.078192557,-1.972056741,-0.173644513,-0.183366745,-0.506526635,-0.511891468
YBR054W,-1.778837877,-1.108166467,-0.033016216,0.828834397,1.113195863,1.225788143,0.98109589,1.246347014,-0.168667554,-0.700460018,-0.579825287,-0.813962681,-1.285263195,-0.552276526,0.022615541,0.936843311,0.8886545,1.346457626,1.319724684,0.70027628,-1.105452796,-0.165793196,-0.676062753,-1.425311167,-1.708440333,-1.169669844,0.107125614,1.058761831,1.219400282,1.310472659,0.834642206,0.340741074,-0.247277686,0.076382143,-0.741600435,-1.297275029
YBR055C,-1.354879831,-1.28202976,0.213702571,0.133570067,0.120942102,0.569765033,-0.492732487,0.539511024,2.863064473,0.096487143,0.183721025,0.436527582,-0.881783535,-1.058927691,0.081549694,0.424558154,-1.4222703,0.686948561,0.085596543,0.08090956,-0.835446869,0.568756317,0.491797446,-0.478052188,-2.057354095,-2.329155293,0.218367929,-0.452238961,0.196911353,0.222423835,-0.523660421,1.43306195,1.489455382,0.935826398,0.701185144,0.393892145
YBR056W,-0.243920593,0.840193669,1.042859951,0.87893878,0.687229866,0.797054817,0.579519365,0.66050872,-2.362197993,-0.939632108,-0.736011679,-0.83208658,-0.258359126,0.54891214,0.856408792,0.857297474,0.568412188,1.073510088,0.706198983,-0.639401205,-2.122183713,-0.741797026,-1.226035721,-1.045504896,-0.633875812,0.641661513,1.040687596,1.436651403,1.166973378,1.158178696,0.499999132,-1.200676935,-0.840106722,-0.540367498,-1.127111406,-0.551927538
YBR057C,-0.980389057,1.188047591,1.457887918,1.113743807,0.530654669,0.728718732,0.332011107,0.52083945,-0.632134346,-1.293774947,-1.410396929,-0.811941748,-0.580803822,0.299305185,1.550448489,1.030262466,0.375397682,1.51578665,0.682523285,0.466477255,-1.586702927,-0.558016844,-1.586839267,-1.078613662,-1.381400901,-0.7833748,1.307942455,0.705392844,1.015488285,0.656467311,0.446345094,0.362061459,-0.996602179,-0.99831611,-0.897581735,-0.70891246
YBR058C,-1.048964352,0.252277429,0.632950572,0.336491857,0.369330127,0.485072475,-0.836691277,0.658074657,1.537139631,0.409579821,-2.62178632,0.645047694,-0.654921417,-0.360188656,0.629251795,-0.257642423,-1.541542495,1.237185455,0.002185916,0.105371836,-0.457454463,0.282867603,-1.224972961,0.194135683,-2.478135836,-2.065049792,0.424025386,0.326674495,0.194784123,0.260002986,0.424155361,1.516605941,0.935264244,0.35205788,0.494485544,0.84233148
YBR059C,-0.353686913,1.034397124,1.217067717,0.764261337,0.726698194,0.950747504,0.286801941,0.489696485,-3.210692021,0.035071764,-1.193971895,-0.83980649,-0.212198092,1.046271934,1.177899335,1.167155016,0.387262622,1.058954445,0.588728954,-1.235521305,-0.763418062,-0.281000181,-1.029058144,-0.186130354,-0.639819784,-0.067143304,0.781906169,0.504138658,0.617915183,0.663422838,0.571580361,-2.267570458,-0.077489691,-0.505714202,-0.916280272,-0.290476413
YBR060C,-1.478529101,-0.899585576,0.76643345,-0.197927673,0.019542686,-0.076204054,-0.112910464,0.563351238,1.577961204,0.779575637,0.777404077,0.254474299,-2.129754914,-0.998431648,-0.606684885,-0.456851321,-1.112865149,0.131421238,0.018953585,1.781928879,-0.368365986,1.350719437,0.614027391,0.796145208,-1.457618926,-2.00974047,-0.682654977,-0.546353543,-0.84117424,-0.461449577,0.098715472,1.673458742,0.260735338,0.871146977,0.863543715,1.237563929
YBR061C,-1.157680063,-0.910959728,-0.244185527,-0.676235634,-0.514436989,-0.394328504,-0.101358577,0.712433274,3.496410243,0.388066848,0.408268952,0.414858057,-0.800115488,-0.801360549,-0.384477502,-0.237994628,-1.041929975,-0.368724904,0.014991202,2.171585084,0.129552477,0.179171558,-0.180270961,0.387197804,-0.420358716,-1.201018953,-0.313732809,-0.944564108,-0.62888091,-0.25637884,-0.140797634,2.720717535,0.173211003,-0.33091754,0.365709675,0.488534826
YBR062C,-1.007250765,0.918562823,0.973059406,1.037939908,0.183324021,0.601622924,0.790492812,0.863504931,-2.470710308,0.53800263,-0.234848376,-0.701199969,-1.429266264,0.866417815,1.015402364,1.178702699,0.116480918,1.168634773,0.666553879,-0.687415691,-1.214384429,-0.120817935,-0.817724199,-1.250484052,-0.601257338,-0.237937045,1.269034964,0.940815157,0.981652241,0.931202451,0.494592131,-1.910986886,-0.182503466,-0.597316412,-1.064437815,-1.007457897
YBR063C,-1.481757502,-0.57726159,-0.378687077,0.306216339,-0.840115198,0.562039426,0.305943374,0.837383508,1.926900494,-0.594062184,-0.746668447,-0.585098451,-1.407548705,-0.495232933,0.428940452,0.225255765,-0.286042484,1.05408782,0.592934105,2.343551526,-1.246952004,-0.757414498,-0.73530718,-0.25830786,-1.33784914,-1.093192193,0.426710409,0.789117562,0.854608554,0.90771342,0.862985891,2.416478771,-0.806505757,-0.715254675,-0.293285185,-0.204324352
YBR064W,-0.812443596,-0.586393285,-0.022061955,0.950988918,-0.213072226,0.576250324,1.275334846,1.310685098,1.785446215,0.150307196,-0.115437012,-1.025125163,-0.448964167,0.152525165,0.32634766,1.238658057,-0.354809218,0.051367151,0.106098586,1.421452053,-0.430086613,-1.196112544,-0.568028842,-1.539198121,-0.977083537,-1.167232966,0.770505302,0.057015981,0.321906633,0.786087249,0.792401593,2.402804513,-1.26234386,-1.038473803,-1.78104119,-0.93827444
