gene.id	ura3_noglu_OD0.214	ura3_noglu_OD0.641	ura3_noglu_OD1.47	ura3_withglu_OD0.182	ura3_withglu_OD0.291	ura3_withglu_OD0.5	dtrmB_noglu_OD0.042	dtrmB_noglu_OD0.104	dtrmB_noglu_OD0.355	dtrmB_withglu_OD0.222	dtrmB_withglu_OD0.314	dtrmB_withglu_OD0.8
VNG1621H	-0.088764018	-1.201358424	-0.13523143	-1.243723647	-0.701222901	-0.504909669	-0.486635778	0.065379768	0.667949854	-0.400476869	0.072196044	-0.636727729
VNG1622G	0.798044738	0.671816106	0.439705011	0.360450562	0.221014656	-0.381592247	0.805940259	0.077396143	0.01846478	-0.128557857	-0.585832877	-1.055665623
VNG1623G	-1.221992718	-1.057941632	-1.239251768	-0.299228346	-1.035877431	-0.476174684	-0.158135425	-0.029403481	-0.66621017	-0.73654046	-0.844841247	-0.75394187
VNG1624G	-1.236567778	-0.502096902	-0.575346642	0.005522516	-0.790744838	-0.432000175	-1.290990114	-0.167994584	0.092384217	0.072064041	-0.33623944	-0.450508823
VNG1625H	-0.291497131	0.270294544	0.612255732	-0.370970766	0.144931308	0.595429849	1.174900159	0.860916509	1.380312256	-0.007344346	0.819594839	0.518960623
VNG1626C	0.158393905	-0.089959204	0.105770687	0.163180305	0.252453988	-0.145503719	0.358319822	0.730088385	0.333901704	-0.434710493	0.031515559	-0.016400461
VNG1628G	0.286495496	1.036919707	1.583905052	-1.234196797	1.630981284	2.498246502	0.536150676	-0.236808202	-0.485306312	0.763914823	2.264211815	2.113827823
VNG1630H	0.349106117	1.235601157	1.517632449	-0.174116157	1.263454386	1.905922791	-1.057475506	-0.954281293	0.569386578	0.117516442	2.014710849	1.826042372
VNG1631G	1.453490219	-0.307363223	-0.828854137	0.961147791	-1.472058342	-0.387037434	1.833525656	1.447466803	1.775099364	0.74302912	-1.242881419	-0.498244055
VNG1632G	0.556468602	0.173355938	-0.096299235	0.08168259	-0.37605899	-0.59044746	-0.599969049	1.036821243	1.478053385	-0.00360386	-0.587285322	-0.628355634
VNG1634G	0.727914259	0.078281859	-0.091334144	-0.209190529	-0.373993088	-0.69184795	0.851879884	1.484610319	1.558133293	-0.431738433	-0.693444292	-0.646318355
VNG1635G	-0.013920647	-0.057848428	0.162930718	0.016919357	-0.883672808	-0.76754612	-0.949654778	0.023416315	1.370262177	-0.272229976	-0.881326462	-0.633565769
VNG1637G	-0.576916818	0.103241744	-0.46573069	0.761902179	0.529512281	-0.114412355	0.536150676	0	0.839645262	-0.102928605	1.142023219	0.532844049
VNG1638H	-0.283825824	-0.046470717	0.118028212	-0.739321085	0.152976437	0.923332746	-2.012245091	-0.910880757	0.131348266	-0.080327392	0.573525333	1.605995094
VNG1640H	-0.928596768	-0.791244792	-0.419966466	-0.688682273	-0.381880329	-0.611909199	-0.574162437	-1.585825761	-1.260765073	0.055238886	-0.747828386	-0.851144694
VNG1641H	0.691894122	-0.590488752	0.031041002	-0.441240301	-0.595563115	-0.428140782	-0.802938298	-0.209142015	-1.836409608	-0.815103043	0.005637642	0.342114014
VNG1642H	-0.154898013	0.128940094	-0.221248087	-0.530609827	-0.06247848	-0.27305867	0.758741958	-0.419990646	-0.885070178	-0.21747367	-0.169532043	-0.168421226
VNG1644G	0.014907153	0.118862758	-0.093541953	-0.55983693	-0.208226258	-0.227067501	0.536150676	0.872559667	0.635991846	-0.320185647	-0.212326671	-0.128966769
VNG1645H	-0.474640381	-0.085340975	0.125389635	-0.619816674	-0.646071892	-0.111591921	0.289632954	0.054568452	1.018079541	-0.351904843	-0.449849545	0.164168911
VNG1646G	-0.246060742	0.735245323	1.098287309	1.23318066	0.709394066	0.55283812	0.561402182	-0.202887532	0.513955484	0.020513594	0.716434526	1.102222623
VNG1647G	1.15648916	-0.099518459	0.790794275	1.423628258	0.627026789	0.812530411	1.005703833	0.976687833	0.701327773	0.958874335	1.074954721	-0.534496962
VNG1648G	0.326924549	1.332414439	1.392642622	-0.266311975	0.6097399	-0.300888653	1.415760105	1.551560964	0.786094931	0.045081897	0.791840298	0.975617155
VNG1649G	-0.689629871	0.853773437	1.047715239	-0.323681636	0.705464221	0.486657468	0.949654778	1.790401461	0.843515495	0.178600766	0.636081803	0.016916377
VNG1650H	0.331749445	0.573946264	0.843357033	-0.283454307	0.692400623	1.139560444	1.065104987	-0.167341795	-0.331499083	-0.381880329	1.186836588	-0.655881628
VNG1653H	-0.210000012	-0.068494948	0.107165539	-0.087708268	-0.032975407	-0.324947361	1.52450337	1.303873079	0.568956563	-0.268897138	-0.174213438	-0.510368589
VNG1654G	0.072063973	0.498255546	-0.16176757	-0.274701359	0.044044102	-0.276161923	-0.523652972	-0.8952411	-0.485011767	1.287562017	0.062443037	-0.375943212
VNG1655H	0.214090716	-1.284227431	-0.102143852	1.503802027	-0.833442138	-0.126975577	0.457497232	0.180987964	-1.677885858	1.818407627	0.155683971	-0.003980443
VNG1656H	-1.091459901	-0.873882686	-0.517569685	-1.152231436	0.147229473	-0.175645238	-0.90295246	-0.196726122	-0.164082898	-0.445445731	0.109627629	0.275181301
VNG1657H	1.221391108	-0.777124382	0.127507893	1.701522248	-0.1080233	-0.058970178	1.174900159	0.483357622	-0.622803156	1.524472629	0.148256287	-0.041371426
VNG1658C	-0.133564013	0.041619428	0.006547021	-0.636501506	-0.073720113	0.174418352	-0.526145916	-0.431869284	0.480947857	-0.023512299	0.327693251	0.167694993
VNG1659G	-0.092493423	0.180422117	0.465081101	-0.830414693	0.001098787	0.111014519	0.109913046	0.535728488	1.221453045	-0.205684657	-0.0902889	0.24196772
VNG1660G	0.261569051	0.6776344	0.588681693	-0.457297184	-0.163457823	0.095960732	-0.024981996	0.035854542	1.003422629	-0.060968365	0.185768029	0.285459217
VNG1663C	-0.228410395	-0.195052124	-0.031160546	-0.754985781	-0.023125819	-0.179681357	-0.244609124	0.431383327	1.014152889	-0.82420246	-0.168532075	0.047897655
VNG1664H	-0.061418249	0.326650625	0.28070336	-0.397893187	0.117537872	-0.012006766	-0.538660234	-0.34513479	0.999029702	-0.220288217	-0.06089801	0.133810673
VNG1665G	-0.526492969	-0.973869335	-0.775394585	-0.129610917	-0.115778209	0.027636889	1.747277265	0.205622351	-0.238097687	-0.181159325	-0.532964246	0.277985926
VNG1666H	0.32659922	0.455611594	0.067612182	-0.046475297	-0.278923425	0.78727239	-1.845317719	-1.039474435	-0.675257414	0.992259679	0.445684206	0.69827856
VNG1667G	0.665275697	0.482951187	0.776260443	0.314221847	0.537260094	0.39885665	0.498898411	0.753615613	1.210901545	0.728650038	0.42068896	0.498902005
VNG1668G	0.370539554	0.228197525	0.189012021	0.373726525	0.203429299	-0.084814367	-0.055417452	-0.486073715	-0.916663635	0.328907236	-0.149387229	0.145226485
VNG1670C	0.240076222	-0.313219045	-0.289728288	-0.37284162	-0.302220965	0.010108625	-0.521163278	-0.246538421	0.18042338	0.336224148	-0.193305749	-0.013296634
VNG1672H	-1.960955943	-1.467719592	-0.762633633	-0.229245715	-0.946663825	-0.574635792	-1.136774461	-0.637146092	-0.637328774	-0.760556415	-1.397184196	-0.787590952
VNG1673G	-1.17950882	-0.903922149	-0.725377084	-1.748044362	-0.72577844	-0.948150456	-0.755848499	-0.600556191	-1.119615269	-1.852089401	-0.7527095	-0.967675388
VNG1674H	0.402351345	0.647593038	1.126191101	0.035219584	0.421708812	0.22111417	0.486635778	0.434742005	1.209139448	-0.139013495	0.191176071	1.597926312
VNG1675H	0.726909473	0.634143596	0.878007215	0.375174145	0.489134087	0.381561763	1.219370399	0.813963182	0.89293586	0.340624351	0.385386268	0.343842387
VNG1676G	-0.338357012	-0.003343877	-0.135491682	-0.331837776	-0.308049825	-0.085298697	-0.319210725	-0.385674907	0.42200916	-0.286931192	-0.052022888	0.028596955
VNG1678H	0.433924414	0.406752024	1.162424899	-0.621842788	0.664532285	0.435729453	0.623541191	1.672389251	1.094603094	-0.141143644	0.67690384	0.498706148
VNG1679H	-1.584226856	-2.326230792	-2.128413026	-2.195946067	-2.286371194	-1.458921486	-1.950416335	-1.192352492	-1.121767554	-1.817028401	-1.74171679	-1.857075338
VNG1680G	0.325131677	0.869190098	1.094303885	-0.049034318	0.619025189	1.007827137	0.077186891	-0.147446547	0.086141107	-0.007632789	0.598024095	0.705628794
VNG1681C	-0.574880698	0.633995134	0.222411498	0.925433677	0.975330508	0.171480113	0.628826364	1.00807086	-0.944959637	-0.061368301	-0.825624846	0.712592753
VNG1682C	0.513302825	-0.292858573	0.121896948	-0.21102168	-0.542628538	-0.115510781	0.307803004	0.428891241	-0.196712161	0.339510198	0.709117241	0.69184795
VNG1684G	-0.442737058	-0.80650953	-0.109972133	-0.665119141	-0.447872566	-0.138987328	-1.316394718	-0.461547143	-0.261047504	-0.076251125	-0.063807434	-0.111357871
VNG1686G	-1.119156344	-2.163376627	-1.204346165	-1.402598289	-1.056718495	-1.077304745	-0.501359907	0.250348222	-0.638290039	-0.867351326	-1.38430573	-0.611738334
VNG1687C	-0.357655784	-0.666747195	-1.471219943	0.927894006	-1.033316418	-0.055092381	-1.613730992	-2.013880626	-1.076521208	0.561368748	-0.78997782	-0.021192475
VNG1688C	0.228809724	-0.887896672	-0.977325248	0.293615442	-0.882610664	-1.49500579	0.546209393	0.17049661	-0.208226258	0.01080022	-1.057992178	-1.143501212
VNG1689G	0.520491752	-0.744126241	-0.838081318	0.555864533	-0.631387637	-1.12408222	0.193432263	-0.067712245	-0.917341833	0.340502397	-0.978834555	-0.99611355
VNG1690G	-0.178805636	-1.04427184	-0.754751066	0.450549157	-0.819707048	-1.355976677	0.489082399	0.05426271	-0.896855549	0.294872607	-1.318423112	-0.866198045
VNG1691G	0.337265364	-0.89231093	-0.971174745	0.480820044	-0.921455795	-1.208920936	0.088084697	-0.246479717	-1.403965607	0.380660957	-1.356929134	-1.355976677
VNG1692G	0.162668856	-0.61574989	-0.639952618	0.408253662	-0.450806655	-0.789406985	0.374580779	0.083054756	-0.490374156	0.327142398	-0.775208743	-0.563954179
VNG1693G	0.300997084	-0.706768597	-0.743050991	0.510972884	-0.717000886	-1.014885177	0.092446678	-0.167694993	-0.858869883	0.481843243	-0.842551488	-0.781689337
VNG1695G	0.260155013	-0.70425188	-0.729337281	0.488642597	-0.659136989	-1.270251934	0.30325119	-0.304370127	-1.121723651	0.549299169	-0.987570158	-0.736066705
VNG1697G	0.441729617	-0.852471898	-0.925801017	0.582980862	-0.649062158	-1.171245028	0.120846239	-0.266089927	-0.824082939	0.624729939	-1.012962951	-1.218211199
VNG1698G	0.455456024	-0.665299066	-0.539962495	0.505210494	-0.476171789	-0.655319797	0.533644489	0.193755895	-0.274919599	0.373287881	-0.617438255	-0.479553903
VNG1699C	0.261447687	-0.614264681	-0.772791536	0.389748225	-0.550647465	-0.80316941	0.337550558	-0.135094931	-1.049889884	0.459530641	-0.708282952	-0.841365846
VNG1700G	0.312313626	-0.449165904	-0.677583424	0.355360814	-0.491422811	-0.784530734	0.388597851	-0.192444303	-0.549457628	0.558798439	-0.745777686	-0.535826441
VNG1701G	0.265496863	-0.68577326	-0.892853553	0.511969102	-0.666215496	-0.929310401	0.362955962	-0.053849816	-0.836458039	0.475278987	-0.75448804	-1.045893705
VNG1702G	0.318904864	-0.733505334	-0.542844009	0.34464802	-0.527725976	-0.951072367	0.450273841	-0.00551593	-0.468689588	0.50847901	-0.797104117	-0.561914311
VNG1703G	0.262690214	-0.57684715	-0.611725744	0.488466637	-0.502592176	-0.80448278	0.431124543	0.019573729	-0.48709466	0.402046447	-0.643128418	-0.560413687
VNG1705G	0.380911193	-0.660251457	-0.46354347	0.425773231	-0.457928885	-0.856952804	0.421609289	-0.100458156	-0.461698549	0.476264717	-0.70727161	-0.556128917
VNG1706G	0.181388734	-0.777438746	-0.855787993	0.586977421	-0.716457514	-0.859891164	0.271558033	-0.171566845	-0.982572261	0.474665316	-0.959483127	-1.039270838
VNG1707G	0.244863285	-0.497804584	-0.497160393	0.446042905	-0.336536128	-0.928532805	0.655522017	0.190033198	-0.421726522	0.350454792	-0.667994592	-0.420098355
VNG1709G	0.055572578	-0.697769816	-0.791971035	0.468774257	-0.664542107	-1.168383929	0.224514457	0.029927954	-0.700466609	0.380302641	-0.971027061	-0.808213956
VNG1711G	0.27572759	-0.631375274	-0.473273051	0.578088955	-0.458838507	-0.917903527	0.553789809	0.20663797	-0.560477679	0.47365975	-0.74694063	-0.557919392
VNG1713G	-0.006516513	-0.83845383	-0.937293331	0.5606833	-0.863426887	-1.260477589	-0.092446678	-0.3239902	-0.793200134	0.466730899	-1.208031319	-0.954281293
VNG1714G	0.321009874	-0.497234401	-0.457530499	0.50278915	-0.378032222	-0.960599145	0.574162437	0.112292982	-0.710613896	0.489667067	-0.677715113	-0.496493887
VNG1715G	0.135605056	-0.748977716	-0.757291063	0.662379105	-0.737471683	-1.175338561	-0.090265473	-0.234085848	-1.042765074	0.540517479	-1.027665994	-0.865683783
VNG1716G	0.33053723	-0.799557863	-0.588319895	0.640425184	-0.574645195	-1.197526603	0.579292714	-0.028291292	-0.920782456	0.514117399	-0.954502029	-0.726728723
VNG1718G	0.038366008	-0.586164978	-0.783406366	0.662429616	-0.639530226	-1.077063909	-0.142757374	-0.363347761	-0.922600225	0.523990683	-0.905906987	-0.919810955
VNG1719G	0.425847894	-0.244830528	-0.526565491	0.573186068	-0.276397897	-0.766010884	0.501359907	-0.50419366	-0.890120447	0.641514378	-0.610349572	-0.538993441
VNG1720H	0.738655308	0.449145156	0.661071552	0.880267693	-0.077725404	0.057619777	-1.076666875	-0.651523858	-0.276046231	0.779506511	0.057896022	0.518533689
VNG1721G	0.412713929	-0.230083416	-0.360565362	0.61978287	-0.541319003	-0.392234014	1.936065995	0.453938174	0.356386498	0.950332671	-0.221941762	-0.093342306
VNG1723H	-0.475991982	-1.060006181	-0.114133166	0.144045032	-0.729884024	0.134110969	-1.517596626	-1.571097727	-1.038612228	-0.702236224	-0.707517772	0.595845155
VNG1724G	-0.067577438	-0.640031353	-0.50807947	-0.163030222	-0.525024815	-0.812984353	0.079365678	-0.323368768	-0.913979668	-0.049207187	-0.73822	-0.223551761
VNG1726G	-0.615902064	-0.566374699	-0.680043799	0.24936664	-1.117012356	-0.526396486	-0.953070024	-0.677240708	-0.883400057	0.370228614	-0.401152049	-0.22335985
VNG1727G	-0.047331726	-0.640783418	-0.440684042	-0.199522048	-0.570531149	-0.582056242	0.486635778	-0.136579312	-0.849271576	-0.315493335	-0.480591377	-0.602704911
VNG1729G	-0.805991782	-1.735133179	-1.365657782	-0.965090013	-1.548916937	-1.093575805	-2.744199948	-0.100622208	-0.815687455	-0.551042533	-1.359739338	-1.934248282
VNG1732C	1.432175964	-0.139560697	0.070174153	0.264630432	0.184258422	-0.674623211	0.677219184	-0.110356309	-0.64709023	1.065309647	0.631620984	0.865540969
VNG1733G	-0.086171838	0.324370201	1.030576144	0.593446133	1.093568781	0.562222171	1.187995062	1.474203315	1.916832172	-0.96808466	0.582624251	0.741929905
VNG1734H	0.859672518	0.310737797	1.149160739	0.011786651	0.777527619	0.879321015	0.623541191	1.154207395	1.455670312	0.590795833	0.973408977	-0.187084366
VNG1735C	1.197927147	1.250739643	0.735781042	1.345134927	0.695285902	0.959762896	0.688187859	-0.099672089	-1.06794774	1.749471239	1.193581427	1.537559344
VNG1737H	2.130898287	1.393922592	-0.051894104	1.822852816	1.507517453	1.019076151	2.239398749	1.106771283	-0.282236087	2.299302875	1.836899158	0.91669791
VNG1739G	0.391540254	0.927132316	0.126471681	0.929395088	-0.036858824	0.394689512	-0.569047228	-0.945169604	0.167694993	1.099475257	0.631070272	0.294469339
VNG1740C	1.239157179	0.576128018	0.478393665	0.81122695	0.80712031	0.335854913	0.447871275	0.375932188	0.200125141	1.573755527	0.753614858	0.481458137
VNG1743C	0.615486537	0.85882058	0.249335488	1.304075244	0.581976683	0.731588764	-0.068475303	-0.605000375	0.099001467	1.558993736	0.936655269	0.580325994
VNG1744H	1.619324189	1.185231811	1.186935112	1.520143362	0.839046705	1.133947483	-0.767460742	-0.669133883	1.009381799	1.277987029	0.862246305	0.807979515
VNG1746C	1.480306358	1.287935016	1.383783911	1.367200783	0.975852661	1.162268254	-2.046289431	-1.235479229	-0.052775017	1.323030113	1.211210729	1.434291957
VNG1748C	-0.425285196	0.070707009	0.267930662	-1.053084505	-0.210161261	-0.476947347	0.579292714	0.554278896	1.504989117	-0.21125714	-0.342364139	-0.148455197
VNG1749G	-0.938484363	-0.550027896	-0.561521257	-0.016758137	-0.875493706	-0.598186605	-0.169142476	-0.936328364	-1.397472328	-0.821103052	-0.183826709	-0.325727755
VNG1751H	0.227472731	0.45545486	1.15030917	0.463542788	0.555733128	0.759853409	1.027554481	0.59607743	0.368132229	0.562535689	0.796812432	0.544143154
VNG1752C	-1.094230101	-0.424033777	-0.203201048	-1.381424633	-1.227070436	-0.653294431	-0.260306469	0.23520828	-0.117332124	-1.185919195	-0.639875192	-0.685023539
VNG1754G	0.207910937	0.797948413	1.147139114	-0.091395395	0.25058196	0.324449342	0.287368529	1.017656159	1.415071949	0.003954107	0	0.053821855
VNG1755G	-0.761804312	0.928196005	0.805808411	-0.074484123	-0.074591461	0.010384632	-0.367599916	-0.712297701	0.871336292	-0.11955673	0.006769535	0.031086521
VNG1756G	0.14016908	0.028351196	0.353478146	-0.189716679	0.809006714	1.086334222	0.922721204	0.102413656	0.13063299	-0.185697547	0.694372782	0.604370677
VNG1758H	-0.86663024	-0.169020953	-1.960498384	-1.359154336	-0.094450155	0.407855632	-2.534363998	-1.966722847	-0.735701105	0.10578047	0.503467593	0.415640855
VNG1759G	-0.864539036	-0.707126577	0.065233982	-0.650695046	-0.327651105	0.602150005	-0.096810419	-0.58622287	0.695868446	-0.025397696	0.195693848	0.551932854
VNG1760G	0.327106169	0.512417904	0.561267853	0.043179929	0.620346931	0.743040003	0.031500972	-0.039991325	0.582991121	0.167322555	0.51811808	0.501212737
VNG1762G	0.180106614	0.430127513	0.502869071	0.002518102	0.631529102	0.851575249	0.066298244	0.19294238	0.602357826	-0.04215394	0.567744534	0.435058112
VNG1764G	0.280137557	-0.157644737	0.181929454	0.784740659	-0.897366643	-0.467886454	0.138369998	0.170568832	0.08918796	0.229909114	-0.316201489	-0.302162461
VNG1765G	-0.040842952	-0.475552049	-0.216360636	-0.520520565	-1.058565237	-0.62881263	1.398226502	-0.544493807	-1.080675903	-0.254335424	-0.786433601	-0.769613402
VNG1766C	-0.368404183	-0.346209011	-0.510629522	-0.061781591	0.17407831	-0.498547442	0.059768909	-0.273243558	-0.431718448	-0.416808902	-0.472009973	-0.481748499
VNG1767G	0.257066665	-0.232611123	-0.2196911	0.010021714	-0.228337943	-0.673652812	0.362955962	0.121115094	-0.115845914	-0.123723153	-0.25521516	-0.193221687
VNG1768G	-0.527051262	-0.27950606	-0.345784793	0.104311434	-0.36736092	-0.543898255	0.262554102	0.239457431	-0.638318513	-0.195893895	-0.419917069	-0.357202441
VNG1769C	0.377912148	-1.166653656	-0.246483636	-0.419369194	-0.458490683	-0.315356535	-0.39328709	-0.422814299	0.123018037	-1.129034015	-1.132006226	-0.903805672
VNG1770C	-0.907575935	-1.247784455	-0.745137023	-0.528174235	-0.981346009	-0.286654206	-1.20129691	-1.599359396	-1.436908551	-0.359314135	0.052338171	-0.121231248
VNG1771C	-0.976527103	-0.58453337	-0.408167501	-0.842700022	-0.212039505	-0.191249546	-0.088084697	-0.819852776	-1.536878282	-1.116336658	0.065966194	-0.398065631
VNG1772G	0.461430927	1.081500573	0.623483369	-0.155840598	0.993442166	1.851593587	-0.767460742	-0.948555059	-1.499816742	0.667402899	1.907710977	2.003915886
VNG1773G	-0.227008613	-0.096567065	-0.130181834	-0.651153456	-0.271438331	-0.228590324	0.744337295	0.204532846	-0.341029103	-0.639117928	-0.456873126	-0.127998534
VNG1774G	-1.444486171	-1.709878057	-1.297754693	-0.361918298	-1.180300277	-0.756696653	0.098992975	-0.181713773	-1.29051149	-0.962084263	-0.539211369	-0.943184059
VNG1775C	-1.243479565	-1.391258085	-0.755434038	-0.571347663	-0.831724086	-0.240481665	-0.061945057	-0.245899978	-0.820784384	-0.211809119	-0.379096906	-0.365396155
VNG1776G	-1.22658459	-2.125436103	-0.96993711	-0.572895586	-1.448643413	-0.462556667	-0.189007862	-0.583020221	-0.489407891	-0.859749832	-0.712702215	-0.936320263
VNG1777H	-0.699110365	-0.701638038	-0.369416265	-0.784338769	-0.519007866	0.036977559	-0.503824444	-0.08700871	-1.034802078	-0.516160703	-0.403540793	-0.217220478
VNG1779C	0.109194553	-0.513128527	-0.518124112	-0.350565962	0.001305347	0.128042067	0.344457039	-0.05151626	-1.062788649	-0.157741212	-0.120737387	-0.326506573
VNG1781C	-0.081782655	1.079582812	0.850674265	-0.155232016	0.499579314	1.081677131	1.799600491	0.137456102	0.758362202	0.327876559	1.263030345	0.48341622
VNG1782C	-0.083880363	-0.317151435	-0.444633887	0.580332167	-0.170460071	-0.579899301	0.20451005	-0.185156546	-1.213566998	0.270452615	-0.30628668	-0.518233501
VNG1783H	-0.906737917	0.401058911	-0.039872277	-1.281209018	-0.67302258	0.210206463	0.255815134	1.515638542	0.353056494	0.283090872	0.041871478	-0.264429402
VNG1784C	1.451255881	0.860734309	1.179406999	1.306584637	0.979316401	0.916081652	1.016568486	0.956127084	1.388447999	0.277143917	0.021921115	0.337822909
VNG1785G	0.800095039	0.045817049	0.338056947	0.317473241	0.353449061	-0.159007443	1.778084681	1.16680694	1.076931313	0.108769074	-0.049685068	0.731669751
VNG1786H	0.618417857	-0.491212433	-1.294567625	-0.27882638	-0.755370632	-0.648652914	-0.802938298	-0.24639506	-0.630050733	-1.755290251	-1.207435108	-0.65295605
VNG1787H	-0.366161438	-1.274228475	-0.849479733	-1.608138424	-1.876867199	-0.570325096	-1.575022289	-1.282014106	-0.268904454	0.324034102	-0.61585818	1.473966857
VNG1788C	-0.560278971	-0.565993718	-0.325269732	-1.1553241	0.252100955	-0.301660372	0.690942961	1.46504602	-0.337751502	-0.855113288	-0.481558979	-0.415109757
VNG1790H	0.108401274	-0.828278471	-0.869605566	-0.844328531	-0.322676781	0.821104527	0.242371648	-1.050226221	-0.012261197	-0.324275544	-0.882343458	-0.256267573
VNG1791C	-0.009060808	-0.075699422	-1.226844816	-0.737498381	-0.336960519	-0.597127177	-1.421702439	-0.344515356	-0.436544422	0.244040814	-0.890386586	0.20522862
VNG1793C	-0.105033205	0.047684638	0.149011647	-0.715552903	-0.052665883	-0.115952584	-0.191219594	0.078452924	0.841156786	-0.416483045	-0.135254642	-0.134591877
VNG1794C	0.162601974	0.303321509	-0.151382431	0.284778283	1.227281791	1.268325676	0.533644489	-0.263415558	-0.91389731	0.313850147	1.366603296	0.979990929
VNG1795C	-0.260287995	-1.723346528	-0.929865187	-1.100382329	-1.251520774	-0.361997347	-1.76762838	-0.61203156	-0.767139037	-1.730883733	-1.481673235	-0.037410287
VNG1796H	-0.402476932	0.096077377	1.266517117	-0.30535681	0.181607626	1.332679779	-0.344457039	0.668627043	1.001325937	-0.472954843	1.250560073	2.461366669
VNG1797G	1.008163185	0.219528434	0.229383417	-1.177602946	0.176279076	0.214091724	2.483816774	-1.64257767	-0.86978335	-1.183618866	-0.923801032	-1.19934469
VNG1798H	0.188831648	1.109399337	0.525988348	0.609089659	1.159075448	1.19909015	-0.090265473	-0.658910397	-0.885320496	0.413243346	1.316533434	0.874077668
VNG1800H	1.480802087	0.180142821	-0.01201791	0.388266825	0.465395295	0.120653067	0.977295507	-0.041452188	0.328427762	0.303597562	-0.063064648	-0.095006596
VNG1801G	-0.235951315	-0.138055048	0.090560504	-1.024639704	-0.350298639	0.097654177	0.094628323	0.569617162	0.404389085	-0.860652083	-0.2913577	0.166501013
VNG1802H	-0.147776419	-0.097858459	-0.001100306	-0.632956558	-0.296772402	0.122495793	-0.267053361	-0.1774949	0.288951277	-0.756818136	-0.377356773	0.005473829
VNG1804G	-0.767173502	-0.938269241	-0.616363338	-0.098163879	-0.655607591	-0.770023406	0.131793897	0.134362412	-0.738634942	-0.732355681	-0.779119015	-0.760668136
VNG1806H	0.68579254	0.571632878	0.277964756	0.160852444	0.499926661	0.511238097	0.055417452	0.795854636	0.938888481	0.491918751	0.495221153	0.344823524
VNG1807H	0.275819737	2.14284409	2.018134375	0.034166368	2.069129275	2.115637948	-1.170579692	-0.971214547	0.19578753	1.28518982	2.328356657	1.998206444
VNG1809H	-0.529399564	1.51258937	1.314349994	-0.582119363	1.500585491	1.83656942	-1.012933649	-0.321163746	-0.920127737	0.331436011	1.774103039	1.1392933
VNG1811G	1.035625142	0.851821056	0.151724213	0.851159581	0.874479532	0.498345747	-1.517596626	-0.02972663	-0.206331774	0.893303821	0.034252572	-0.462829494
VNG1814G	1.678769765	0.060019746	-0.344629515	1.572844698	-0.323496078	-0.315432781	1.276138929	1.428091825	1.407513951	1.601675502	-0.018466872	-0.515162673
VNG1815G	1.367101979	0.332766418	-0.773834104	1.555956004	-0.226743141	-0.320751838	0.566495204	1.028833205	0.930063933	1.363131032	-0.795153312	-0.461722938
VNG1816G	1.0173732	0.025551635	0.120840474	0.715975248	0.337875831	-0.268431455	0.741474899	1.076382813	0.355153438	0.170532048	-0.211210903	-0.058688757
VNG1818G	0.238059361	-0.640243986	-0.320899465	0.835395102	-0.387578625	-0.316171142	0.443073869	0.414460651	-0.659171463	0.07483379	-0.738357719	-0.72958271
VNG1820H	-0.693034431	-0.886391971	-1.287851288	-1.713051411	-1.037591849	-1.015629257	-0.735768243	-0.380443503	-0.171482955	-0.699264172	-1.18499718	-0.949199106
VNG1821G	-0.401499734	-0.077368961	-0.434569921	-0.594318639	-0.036964701	-0.234245552	-0.048892207	0.498899921	1.587537656	-0.03565036	-0.462102519	-0.395109533
VNG1822G	-0.207792097	0.511265796	-0.17462314	-0.834962659	-0.518496118	-0.175010514	0.024981996	-0.731581525	0.889909231	0.197689459	-0.408083226	0.684767649
VNG1823C	-0.155436814	0.162860654	0.385162673	-0.144367973	0.607931341	0.20731899	-0.070652687	0.961283435	0.539311231	0.132158275	0.109913309	0.064439632
VNG1826H	0.183837172	0.735603269	0.81155784	-0.415684259	-0.147148919	-0.271513387	0.42636209	0.082621723	0.649148754	0.011100546	-0.171183444	0.423408437
VNG1827H	-0.502869071	-0.717186264	-0.558762823	-0.540957435	-1.21128702	-0.365862555	-0.880325796	-1.382460897	-0.970502976	-0.758332138	-1.08045152	-0.499742124
VNG1829G	-0.818728445	-0.469756902	-0.500447625	-0.982752537	-0.909511774	-0.254998016	0.005430331	-0.961925273	-0.88452032	-0.395543606	-0.267853881	-0.065013104
VNG1830G	-1.061768206	-0.810482323	-0.619610206	-0.471612149	-0.684209831	-0.683022479	-0.255815134	-0.272341387	-1.601577457	-0.839214993	-0.577543919	-0.602422906
VNG1831H	1.039384192	-0.172778993	-0.047219434	1.517918186	0.782736621	-0.169654385	-0.704798126	-0.3171185	-1.41326212	2.195979063	-0.473666855	-0.987911176
VNG1832H	1.408293995	0.134183774	-0.254820974	2.115432318	0.622359254	0.294415658	0.620905131	0.224462331	-1.048425745	1.984284043	-0.311688444	-0.770274344
VNG1833C	0.383101934	0.46401538	0.09837086	0.656898595	0.718919576	0.645212536	-0.8550063	-0.303098772	-0.157061927	-0.970198486	-0.120402911	0.096558728
VNG1834G	0.049979626	0.240614067	0.312945961	-0.096145072	-0.393492045	-0.196537435	-0.833293225	-0.089833865	-0.141634338	-0.56325708	0.038142937	0.43864914
VNG1835G	0.366300549	-0.494414843	-0.466226593	-0.216160309	-0.293190863	-0.112115734	-0.388597851	-0.574943804	-0.892225534	0.132716981	-0.259915741	-0.366348715
